INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2008	_T	Both sexes or no breakdown by sex	82.44691	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2010	_T	Both sexes or no breakdown by sex	81.90919	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	1998	_T	Both sexes or no breakdown by sex	45.34669	PT	Percent	C	Country Data	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2009	_T	Both sexes or no breakdown by sex	81.2593	PT	Percent	C	Country Data	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	81.59927	PT	Percent	C	Country Data	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	True
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2018	_T	Both sexes or no breakdown by sex	96.10581	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2019	_T	Both sexes or no breakdown by sex	91.54975	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	True
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	1999	_T	Both sexes or no breakdown by sex	95.18814	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2000	_T	Both sexes or no breakdown by sex	91.50669	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2001	_T	Both sexes or no breakdown by sex	88.72281	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2002	_T	Both sexes or no breakdown by sex	88.25236	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2003	_T	Both sexes or no breakdown by sex	86.56848	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2004	_T	Both sexes or no breakdown by sex	87.48195	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
II.2	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2005	_T	Both sexes or no breakdown by sex	86.98028	PT	Percent	E	Estimated	G	Global	2021	3400			NERT_1_CP, NERT_1_F_CP, NERT_1_M_CP	SEX	_T	Both sexes or no breakdown by sex	False
