INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	isLatestValue
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2000	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	13.1	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2005	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	11.4	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2010	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	10.0	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	9.3	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	9.1	PT	Percent	CA	Country Adjusted	G	Global	2019	True
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand	2000	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	15.9	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand	2005	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	13.3	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand	2010	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	11.8	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	10.4	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	10.1	PT	Percent	CA	Country Adjusted	G	Global	2019	True
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	31.4	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2005	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	32.3	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2010	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	27.8	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	26.2	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	24.9	PT	Percent	CA	Country Adjusted	G	Global	2019	True
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	29.3	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia	2005	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	29.9	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia	2010	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	26.5	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	24.8	PT	Percent	CA	Country Adjusted	G	Global	2019	False
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	24.5	PT	Percent	CA	Country Adjusted	G	Global	2019	True
42	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	42	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	392	Japan	JPN	139.2716103	36.6554539	Eastern and South-Eastern Asia	2000	_T	Both sexes or no breakdown by sex	Y30T70	30 to 70 years old	11.4	PT	Percent	CA	Country Adjusted	G	Global	2019	False
