INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SDG_REGION	ISO3	X	Y	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	COMMENT_OBS	SOURCE_YEAR
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	178	Congo	Sub-Saharan Africa	COG	15.22052612	-0.840544119	2017	9	No	ACGSD 2010.	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	384	Côte d'Ivoire	Sub-Saharan Africa	CIV	-5.552690016	7.62211586	2017	9	No	ACGSD 2010.	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	232	Eritrea	Sub-Saharan Africa	ERI	38.11074289	16.12894644	2017	9	No	ACGSD 2010.	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	231	Ethiopia	Sub-Saharan Africa	ETH	39.63505296	8.631223181	2017	8	Yes	ACGSD 2010.	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	266	Gabon	Sub-Saharan Africa	GAB	11.78727747	-0.60687619	2017	9	No	ACGSD 2010.	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	562	Niger	Sub-Saharan Africa	NER	9.400167877	17.42143036	2017	9	No	ACGSD 2010.	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	226	Equatorial Guinea	Sub-Saharan Africa	GNQ	10.46535826	1.565792376	2017	9	No	Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process under the auspices of the Human Rights Council which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	270	Gambia	Sub-Saharan Africa	GMB	-15.39944785	13.45295927	2017	9	No	Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process under the auspices of the Human Rights Council which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	624	Guinea-Bissau	Sub-Saharan Africa	GNB	-14.40182514	12.11760394	2017	9	No	Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process under the auspices of the Human Rights Council which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	398	Kazakhstan	Central and Southern Asia	KAZ	66.65359159	48.01963494	2017	8	Yes	Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process under the auspices of the Human Rights Council which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx	2017
62	9	Existence of laws on domestic violence	92	Existence of laws on domestic violence	428	Latvia	Europe and Northern America	LVA	26.42461876	56.64196636	2017	8	Yes	Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process under the auspices of the Human Rights Council which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx	2017
