INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2010	M	Male	80.5	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2013	M	Male	80.7	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	M	Male	91.2	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2010	M	Male	76.0	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Data reference period: Noncalendar year;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2012	M	Male	75.7	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Data reference period: Noncalendar year;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2016	M	Male	44.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2008	M	Male	98.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2009	M	Male	67.4	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Data reference period: Noncalendar year;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2010	M	Male	67.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Data reference period: Noncalendar year;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2011	M	Male	69.6	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Data reference period: Noncalendar year;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2013	M	Male	69.3	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2014	M	Male	72.0	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2015	M	Male	71.0	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	M	Male	43.2	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2012	M	Male	43.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2013	M	Male	38.6	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2010	M	Male	10.0	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2011	M	Male	10.1	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2012	M	Male	9.1	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2013	M	Male	11.4	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2014	M	Male	14.4	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2015	M	Male	15.3	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2016	M	Male	17.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2017	M	Male	17.5	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2008	M	Male	41.7	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2009	M	Male	42.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2010	M	Male	46.4	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2011	M	Male	47.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2012	M	Male	45.4	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2013	M	Male	46.5	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2015	M	Male	50.5	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2016	M	Male	53.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	882	Samoa	WSM	-172.4430749	-13.61541469	Oceania, exc. Australia and New Zealand	2012	M	Male	51.6	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2004	M	Male	59.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	False
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2011	M	Male	59.3	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2007	M	Male	73.9	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	180	Democratic Republic of the Congo	COD	23.65496507	-2.877154732	Sub-Saharan Africa	2005	M	Male	95.3	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	2011	M	Male	90.2	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
I.9	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2012	M	Male	62.0	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;	2019	1500	SL_ISV_IFEM			SEX	M	Male	True
