INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	isLatestValue
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	144	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	304	Greenland	GRL	-41.39371316	74.75625681	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	438	Liechtenstein	LIE	9.552985019	47.14167005	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	442	Luxembourg	LUX	6.092656563	49.77679538	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	434	Libya	LBY	18.0295985	27.04042819	Northern Africa and Western Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	316	Guam	GUM	144.7029305	13.35485404	Oceania, exc. Australia and New Zealand	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	520	Nauru	NRU	166.92313	-0.528742623	Oceania, exc. Australia and New Zealand	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	585	Palau	PLW	134.5733878	7.502307591	Oceania, exc. Australia and New Zealand	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	174	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	226	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	266	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	430	Liberia	LBR	-9.311879038	6.448381009	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	450	Madagascar	MDG	46.6982339	-19.38514785	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	454	Malawi	MWI	33.4884625	-13.40819859	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	624	Guinea-Bissau	GNB	-14.40182514	12.11760394	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	678	Sao Tome and Principe	STP	6.609772265	0.241554875	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	748	Eswatini	SWZ	31.50149288	-26.56471011	Sub-Saharan Africa	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	308	Grenada	GRD	-61.68248568	12.11238395	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	332	Haiti	HTI	-72.33640958	18.40426539	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	340	Honduras	HND	-86.59974381	14.82243161	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	484	Mexico	MEX	-102.5148166	23.93378032	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	558	Nicaragua	NIC	-85.03060315	12.84210839	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	591	Panama	PAN	-81.26616623	8.450965746	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	604	Peru	PER	-71.82093277	-13.58939705	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	740	Suriname	SUR	-55.90626394	4.132603197	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	780	Trinidad and Tobago	TTO	-61.29389504	10.41877263	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	862	Venezuela (Bolivarian Republic of)	VEN	-66.15642084	7.121324748	Latin America and the Caribbean	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	762	Tajikistan	TJK	69.294998	38.43069666	Central and Southern Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	795	Turkmenistan	TKM	58.9787665	40.0912346	Central and Southern Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	368	Iraq	IRQ	43.76606267	33.05013795	Northern Africa and Western Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	414	Kuwait	KWT	47.49305029	29.53949468	Northern Africa and Western Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	760	Syrian Arab Republic	SYR	38.50466565	35.01676176	Northern Africa and Western Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	704	Viet Nam	VNM	105.802499	10.09643079	Eastern and South-Eastern Asia	2017	21	No information	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	22	Statistics Law reviewed, no gender clause detected	C	Country Data	G	Global		2017	True
60	7	Existence of law on gender statistics	67	Existence of law on gender statistics	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2017	22	Statistics Law reviewed, no gender clause detected	C	Country Data	G	Global		2017	True
