INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	isLatestValue
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1990	_T	Both sexes or no breakdown by sex	13.59	PT	Percent	C	Country Data	G	Global	Repository: OECD;	2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1999	_T	Both sexes or no breakdown by sex	11.42	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1998	_T	Both sexes or no breakdown by sex	11.55	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1997	_T	Both sexes or no breakdown by sex	11.76	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1996	_T	Both sexes or no breakdown by sex	11.6	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1995	_T	Both sexes or no breakdown by sex	11.52	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1994	_T	Both sexes or no breakdown by sex	11.71	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1993	_T	Both sexes or no breakdown by sex	12.02	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1992	_T	Both sexes or no breakdown by sex	11.83	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1991	_T	Both sexes or no breakdown by sex	11.54	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2017	_T	Both sexes or no breakdown by sex	10.55	PT	Percent	C	Country Data	G	Global		2017	True
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	10.64	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	10.62	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2014	_T	Both sexes or no breakdown by sex	10.6	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2013	_T	Both sexes or no breakdown by sex	10.3	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2012	_T	Both sexes or no breakdown by sex	10.6	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2011	_T	Both sexes or no breakdown by sex	11.05	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2010	_T	Both sexes or no breakdown by sex	11.26	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2009	_T	Both sexes or no breakdown by sex	11.21	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2008	_T	Both sexes or no breakdown by sex	11.09	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2007	_T	Both sexes or no breakdown by sex	11.22	PT	Percent	C	Country Data	G	Global		2017	False
4	Proportion of employed who are own-account workers, by sex	3	Proportion of employed who are own-account workers, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	_T	Both sexes or no breakdown by sex	11.46	PT	Percent	C	Country Data	G	Global		2017	False
