INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	isLatestValue
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE65	65 years old and over	U	Urban	3.7999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE65	65 years old and over	U	Urban	1.4332992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE65	65 years old and over	R	Rural	4.4500008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE65	65 years old and over	R	Rural	1.5	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE65	65 years old and over	_T	All areas	4.0999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE65	65 years old and over	_T	All areas	1.4833008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE10	10 years old and over	U	Urban	3.9333	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE10	10 years old and over	U	Urban	0.6166992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE10	10 years old and over	R	Rural	5.1166992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE10	10 years old and over	R	Rural	0.8500008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	2019	True
