INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	SOURCE_YEAR
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia		18	Reserved seats	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand		16	No legislated	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America		16	No legislated	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia		18	Reserved seats	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa		16	No legislated	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	854	Burkina Faso	BFA	-1.742843829	12.27491081	Sub-Saharan Africa		17	Legislated Candidate Quotas	2019
58	5	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	65	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa		18	Reserved seats	2019
