INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2002	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	8.97845	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2007	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	10.38779	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2008	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	11.09472	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2009	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	11.42711	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	11.85323	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	12.75759	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	13.25017	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2013	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	13.52862	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	13.53528	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	14.45557	PT	Percent	C	Country Data	G	Global	2021	5500			EA_5t8_AG25t99, EA_5t8_AG25t99_F, EA_5t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_5T8	Both sexes or no breakdown by sex, short-cycle tertiary (isced 5) or higher	False
