INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_DETAIL	SOURCE_YEAR	isLatestValue
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1999	F	Female	33.86	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2000	F	Female	33.8	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2002	F	Female	31.66	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2003	F	Female	31.85	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2005	F	Female	32.17	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	F	Female	30.92	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2007	F	Female	31.69	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2008	F	Female	31.08	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2009	F	Female	30.89	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2011	F	Female	30.19	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2013	F	Female	30.67	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2014	F	Female	30.96	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2015	F	Female	31.73	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	True
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2016	F	Female	35.1	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	True
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2015	F	Female	33.91	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2014	F	Female	34.52	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2013	F	Female	34.77	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2008	F	Female	38.82	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2007	F	Female	36.81	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2006	F	Female	36.78	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2005	F	Female	36.22	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2004	F	Female	36.64	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2003	F	Female	35.77	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2002	F	Female	36.99	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2001	F	Female	38.74	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2000	F	Female	40.35	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1998	F	Female	40.79	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	50	Bangladesh	BGD	90.0	24.0	Central and Southern Asia	2002	F	Female	28.56	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
25	25	Share of female science, technology, engineering and mathematics graduates at tertiary level	55	Share of female science, technology, engineering and mathematics graduates at tertiary level	50	Bangladesh	BGD	90.0	24.0	Central and Southern Asia	2003	F	Female	23.77	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:37:37	2017	False
