INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	61.23	PT	Percent	G	Global monitoring data	G	Global	GNI per capita and population data exclude Abkhazia and South Ossetia.	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2017	F	Female	Y_GE15	15 years old and over	63.61	PT	Percent	G	Global monitoring data	G	Global	GNI per capita and population data exclude Abkhazia and South Ossetia.	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2017	M	Male	Y_GE15	15 years old and over	58.49	PT	Percent	G	Global monitoring data	G	Global	GNI per capita and population data exclude Abkhazia and South Ossetia.	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	42.49	PT	Percent	G	Global monitoring data	G	Global	Because of a change in survey methodology Global Findex data for 2017 include any respondent in a fixed household able to participate in the survey in Arabic. This resulted in a higher percentage of self-reported non-Jordanians (12 percent in the 2017 sample compared with less than 5 percent in previous waves).	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2017	F	Female	Y_GE15	15 years old and over	26.61	PT	Percent	G	Global monitoring data	G	Global	Because of a change in survey methodology Global Findex data for 2017 include any respondent in a fixed household able to participate in the survey in Arabic. This resulted in a higher percentage of self-reported non-Jordanians (12 percent in the 2017 sample compared with less than 5 percent in previous waves).	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2017	M	Male	Y_GE15	15 years old and over	56.28	PT	Percent	G	Global monitoring data	G	Global	Because of a change in survey methodology Global Findex data for 2017 include any respondent in a fixed household able to participate in the survey in Arabic. This resulted in a higher percentage of self-reported non-Jordanians (12 percent in the 2017 sample compared with less than 5 percent in previous waves).	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2014	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	22.78	PT	Percent	G	Global monitoring data	G	Global	Chin Kayah and Kachin states were excluded. The excluded areas represent less than 5% of the population.	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2014	F	Female	Y_GE15	15 years old and over	17.4	PT	Percent	G	Global monitoring data	G	Global	Chin Kayah and Kachin states were excluded. The excluded areas represent less than 5% of the population.	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2014	M	Male	Y_GE15	15 years old and over	28.6	PT	Percent	G	Global monitoring data	G	Global	Chin Kayah and Kachin states were excluded. The excluded areas represent less than 5% of the population.	2019
11	11	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	80	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	15.27	PT	Percent	G	Global monitoring data	G	Global	Darfur (North West South) South Kurdufan and Blue Nile were excluded due to insecurity and fighting. The excluded areas represent 35% of the population.	2019
