INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	F	Female	Y_GE10	10 years old and over	_T	All areas	4.5	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	F__Y_GE10___T	Female, 10 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	M	Male	Y_GE10	10 years old and over	_T	All areas	0.75	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	M__Y_GE10___T	Male, 10 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	F	Female	Y_GE65	65 years old and over	_T	All areas	4.0999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	F__Y_GE65___T	Female, 65 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	M	Male	Y_GE65	65 years old and over	_T	All areas	1.4833344	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	M__Y_GE65___T	Male, 65 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	F	Female	Y_GE10	10 years old and over	R	Rural	5.1166656	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	F__Y_GE10__R	Female, 10 years old and over, rural	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	M	Male	Y_GE10	10 years old and over	R	Rural	0.8500008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	M__Y_GE10__R	Male, 10 years old and over, rural	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	F	Female	Y_GE65	65 years old and over	R	Rural	4.450000800000001	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	F__Y_GE65__R	Female, 65 years old and over, rural	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	M	Male	Y_GE65	65 years old and over	R	Rural	1.5	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	M__Y_GE65__R	Male, 65 years old and over, rural	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	F	Female	Y_GE10	10 years old and over	U	Urban	3.9333336	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	F__Y_GE10__U	Female, 10 years old and over, urban	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	M	Male	Y_GE10	10 years old and over	U	Urban	0.6166656	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use."	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2021	200	SL_DOM_TSPDDC			SEX__AGE__URBANIZATION	M__Y_GE10__U	Male, 10 years old and over, urban	True
