INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2008	F	Female	92.0	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2010	F	Female	16.1	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2011	F	Female	14.6	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2014	F	Female	22.7	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2015	F	Female	17.8	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2000	F	Female	10.5	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2007	F	Female	20.6	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2010	F	Female	23.4	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2001	F	Female	11.6	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2004	F	Female	15.9	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2011	F	Female	25.5	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	1997	F	Female	5.8	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2013	F	Female	24.7	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2014	F	Female	31.2	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2010	F	Female	77.3	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2012	F	Female	81.5	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2015	F	Female	85.0	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	1999	F	Female	29.5	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2006	F	Female	37.0	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2014	F	Female	45.4	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016	F	Female	51.2	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2005	F	Female	94.3	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	1999	F	Female	70.0	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	1995	F	Female	81.9	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	2011	F	Female	87.0	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	2015	F	Female	95.3	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	1997	F	Female	81.1	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2012	F	Female	83.6	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2014	F	Female	94.6	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	1999	F	Female	65.0	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2009	F	Female	85.1	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	True
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2004	F	Female	91.0	PT	Percent	C	Country Data	G	Global	2019	6200				SEX	F	Female	False
