INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	520	Nauru	NRU	166.92313	-0.528742623	Oceania, exc. Australia and New Zealand	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	585	Palau	PLW	134.5733878	7.502307591	Oceania, exc. Australia and New Zealand	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	706	Somalia	SOM	46.20367477	4.406485729	Sub-Saharan Africa	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	275	State of Palestine	PSE	35.25694122	31.94347933	Northern Africa and Western Asia	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	344	China, Hong Kong Special Administrative Region	HKG	114.0266445	22.41749934	Eastern and South-Eastern Asia	2017	10	Not applicable	C	Country Data	G	Global		2017
61	8	Whether or not reservation to article 16 of CEDAW	102	Reservations to CEDAW - Elimination of discrimination	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	7	Reservation	C	Country Data	G	Global		2017
