INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	34.72	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 74 years oldData reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	F	Female	46.32	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 74 years oldData reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	M	Male	24.68	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 74 years oldData reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1991	_T	Both sexes or no breakdown by sex	29.81	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1992	_T	Both sexes or no breakdown by sex	29.58	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1993	_T	Both sexes or no breakdown by sex	30.38	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1994	_T	Both sexes or no breakdown by sex	30.51	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1995	_T	Both sexes or no breakdown by sex	30.7	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1996	_T	Both sexes or no breakdown by sex	31.75	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017
14	Proportion of employed working part-time, by sex	10	Proportion of employed working part-time, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1997	_T	Both sexes or no breakdown by sex	31.08	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017
