INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2005	2005	F	Female	Y20T24	20 to 24 years old	2.8	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2006	2006	F	Female	Y20T24	20 to 24 years old	5.9	PT	Percent	C	Country Data	G	Global		PNDS (recalculated)	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	760	Syrian Arab Republic	SYR	38.50466565	35.01676176	Northern Africa and Western Asia	2006	2006	F	Female	Y20T24	20 to 24 years old	2.5	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	860	Uzbekistan	UZB	63.11944558	41.77560518	Central and Southern Asia	2006	2006	F	Female	Y20T24	20 to 24 years old	0.3	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	520	Nauru	NRU	166.92313	-0.528742623	Oceania, exc. Australia and New Zealand	2007	2007	F	Female	Y20T24	20 to 24 years old	1.9	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	584	Marshall Islands	MHL	171.0839119	7.110213497	Oceania, exc. Australia and New Zealand	2007	2007	F	Female	Y20T24	20 to 24 years old	5.5	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	798	Tuvalu	TUV	178.6679611	-7.460048071	Oceania, exc. Australia and New Zealand	2007	2007	F	Female	Y20T24	20 to 24 years old	0.0	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2010	2010	F	Female	Y20T24	20 to 24 years old	6.2	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	232	Eritrea	ERI	38.11074289	16.12894644	Sub-Saharan Africa	2010	2010	F	Female	Y20T24	20 to 24 years old	12.9	PT	Percent	C	Country Data	G	Global		Population and Health Survey	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2010	2010	F	Female	Y20T24	20 to 24 years old	2.7	PT	Percent	C	Country Data	G	Global		MIDHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	728	South Sudan	SSD	30.32618773	7.290839152	Sub-Saharan Africa	2010	2010	F	Female	Y20T24	20 to 24 years old	8.9	PT	Percent	C	Country Data	G	Global		SHHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	854	Burkina Faso	BFA	-1.742843829	12.27491081	Sub-Saharan Africa	2010	2010	F	Female	Y20T24	20 to 24 years old	10.2	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2011	2011	F	Female	Y20T24	20 to 24 years old	1.9	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	226	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa	2011	2011	F	Female	Y20T24	20 to 24 years old	8.6	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	388	Jamaica	JAM	-77.31068409	18.15616857	Latin America and the Caribbean	2011	2011	F	Female	Y20T24	20 to 24 years old	1.4	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	780	Trinidad and Tobago	TTO	-61.29389504	10.41877263	Latin America and the Caribbean	2011	2011	F	Female	Y20T24	20 to 24 years old	2.7	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2012	2012	F	Female	Y20T24	20 to 24 years old	7.7	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	174	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa	2012	2012	F	Female	Y20T24	20 to 24 years old	10.0	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	262	Djibouti	DJI	42.18274707	11.56004161	Sub-Saharan Africa	2012	2012	F	Female	Y20T24	20 to 24 years old	1.3	PT	Percent	C	Country Data	G	Global		PAPFAM	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	266	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	2012	2012	F	Female	Y20T24	20 to 24 years old	5.6	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2012	2012	F	Female	Y20T24	20 to 24 years old	0.4	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	562	Niger	NER	9.400167877	17.42143036	Sub-Saharan Africa	2012	2012	F	Female	Y20T24	20 to 24 years old	28.0	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2012	2012	F	Female	Y20T24	20 to 24 years old	0.0	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	662	Saint Lucia	LCA	-60.96529553	13.89405601	Latin America and the Caribbean	2012	2012	F	Female	Y20T24	20 to 24 years old	3.7	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2012	2012	F	Female	Y20T24	20 to 24 years old	0.1	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	430	Liberia	LBR	-9.311879038	6.448381009	Sub-Saharan Africa	2013	2013	F	Female	Y20T24	20 to 24 years old	8.8	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	516	Namibia	NAM	17.21907885	-22.13817068	Sub-Saharan Africa	2013	2013	F	Female	Y20T24	20 to 24 years old	1.6	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	548	Vanuatu	VUT	167.0679779	-15.34445547	Oceania, exc. Australia and New Zealand	2013	2013	F	Female	Y20T24	20 to 24 years old	2.5	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	591	Panama	PAN	-81.26616623	8.450965746	Latin America and the Caribbean	2013	2013	F	Female	Y20T24	20 to 24 years old	6.8	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	858	Uruguay	URY	-56.01387025	-32.8002838	Latin America and the Caribbean	2013	2013	F	Female	Y20T24	20 to 24 years old	0.7	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	887	Yemen	YEM	45.22389143	15.22242099	Northern Africa and Western Asia	2013	2013	F	Female	Y20T24	20 to 24 years old	9.4	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2014	2014	F	Female	Y20T24	20 to 24 years old	1.9	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2014	2014	F	Female	Y20T24	20 to 24 years old	12.3	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
