INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	51	Armenia	ARM	45.0	40.0	Northern Africa and Western Asia	2016	_T	Both sexes or no breakdown by sex	Y00T75	under 76 years old	1.04	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	51	Armenia	ARM	45.0	40.0	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	Y00T75	under 76 years old	0.91	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	51	Armenia	ARM	45.0	40.0	Northern Africa and Western Asia	2016	F	Female	Y00T75	under 76 years old	0.4	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	51	Armenia	ARM	45.0	40.0	Northern Africa and Western Asia	2015	F	Female	Y00T75	under 76 years old	0.34	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	51	Armenia	ARM	45.0	40.0	Northern Africa and Western Asia	2016	M	Male	Y00T75	under 76 years old	1.62	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	51	Armenia	ARM	45.0	40.0	Northern Africa and Western Asia	2015	M	Male	Y00T75	under 76 years old	1.42	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	4.18	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	4.04	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	4.42	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	132	Cabo Verde	CPV	-24.0	16.0	Sub-Saharan Africa	2015	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.13	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2016	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	4.44	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2015	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.94	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2014	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	4.45	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2013	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.68	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2012	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.66	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	4.01	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2010	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	4.08	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2009	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.92	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2008	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.31	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2007	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.24	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2006	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	2.93	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2005	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	2.61	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2004	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	3.02	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2002	_T	Both sexes or no breakdown by sex	Y_GE16	16 years old and over	2.17	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2015	F	Female	Y_GE16	16 years old and over	3.18	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2014	F	Female	Y_GE16	16 years old and over	3.16	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2016	F	Female	Y_GE16	16 years old and over	2.91	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	132	Cabo Verde	CPV	-24.0	16.0	Sub-Saharan Africa	2015	F	Female	Y_GE16	16 years old and over	1.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2016	F	Female	Y_GE16	16 years old and over	1.6	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2015	F	Female	Y_GE16	16 years old and over	1.66	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
6	6	Proportion of employed who are employers, by sex	5	Proportion of employed who are employers, by sex	480	Mauritius	MUS	57.55	-20.28333333	Sub-Saharan Africa	2014	F	Female	Y_GE16	16 years old and over	1.74	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017
