INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	isLatestValue
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	520	Nauru	NRU	166.92313	-0.528742623	Oceania, exc. Australia and New Zealand	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	585	Palau	PLW	134.5733878	7.502307591	Oceania, exc. Australia and New Zealand	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	706	Somalia	SOM	46.20367477	4.406485729	Sub-Saharan Africa	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	275	State of Palestine	PSE	35.25694122	31.94347933	Northern Africa and Western Asia	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	344	China, Hong Kong Special Administrative Region	HKG	114.0266445	22.41749934	Eastern and South-Eastern Asia	2017	10	Not applicable	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	7	Reservation	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2017	7	Reservation	C	Country Data	G	Global	This reservation is expressed in the form of a Declaration.	2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2017	7	Reservation	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	376	Israel	ISR	34.62277992	31.06164552	Northern Africa and Western Asia	2017	7	Reservation	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand	2017	7	Reservation	C	Country Data	G	Global		2017	True
61	8	Whether or not reservation to article 16 of CEDAW	101	Reservations to CEDAW - Compatibility with religious laws or traditional codes	434	Libya	LBY	18.0295985	27.04042819	Northern Africa and Western Asia	2017	7	Reservation	C	Country Data	G	Global		2017	True
