INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2017	M	Male	66.85	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 74 years old; Age coverage - minimum age: 16 years old:	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	True
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2014	M	Male	64.56	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 74 years oldData reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2015	M	Male	65.99	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 74 years oldData reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	M	Male	66.14	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 74 years oldData reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2002	M	Male	64.53	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing:	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2003	M	Male	64.99	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing:	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2007	M	Male	64.59	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing:	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2008	M	Male	64.04	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing:	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2012	M	Male	65.39	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing:	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2013	M	Male	65.86	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing:	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2001	M	Male	64.51	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised;	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	M	Male	64.46	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised;	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2011	M	Male	65.33	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years old; Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised;	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1995	M	Male	62.69	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years oldData reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
I.8	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2000	M	Male	63.47	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 75 years oldData reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	1400		EMP_TEMP_SEX_ECO_NB_A		SEX	M	Male	False
