INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	32	Argentina	ARG	-64.0	-34.0	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	57.72	PT	Percent	C	Country data	G	Global	Break in series: Methodology revised; ; Data reference period: Incomplete year | Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	32	Argentina	ARG	-64.0	-34.0	Latin America and the Caribbean	2000	F	Female	Y_GE10	10 years old and over	44.11	PT	Percent	C	Country data	G	Global	Break in series: Methodology revised; ; Data reference period: Incomplete year | Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	32	Argentina	ARG	-64.0	-34.0	Latin America and the Caribbean	2000	M	Male	Y_GE10	10 years old and over	73.34	PT	Percent	C	Country data	G	Global	Break in series: Methodology revised; ; Data reference period: Incomplete year | Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	32	Argentina	ARG	-64.0	-34.0	Latin America and the Caribbean	2003	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	60.25	PT	Percent	C	Country data	G	Global	Break in series: Other or unspecified type of break; ; Data reference period: Second semester | Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	32	Argentina	ARG	-64.0	-34.0	Latin America and the Caribbean	2003	F	Female	Y_GE10	10 years old and over	48.97	PT	Percent	C	Country data	G	Global	Break in series: Other or unspecified type of break; ; Data reference period: Second semester | Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	32	Argentina	ARG	-64.0	-34.0	Latin America and the Caribbean	2003	M	Male	Y_GE10	10 years old and over	73.3	PT	Percent	C	Country data	G	Global	Break in series: Other or unspecified type of break; ; Data reference period: Second semester | Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	760	Syrian Arab Republic	SYR	38.0	35.0	Northern Africa and Western Asia	1991	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	27.82	PT	Percent	C	Country data	G	Global	Data reference period: April	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	760	Syrian Arab Republic	SYR	38.0	35.0	Northern Africa and Western Asia	1991	F	Female	Y_GE10	10 years old and over	10.24	PT	Percent	C	Country data	G	Global	Data reference period: April	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	760	Syrian Arab Republic	SYR	38.0	35.0	Northern Africa and Western Asia	1991	M	Male	Y_GE10	10 years old and over	44.65	PT	Percent	C	Country data	G	Global	Data reference period: April	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2000	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	80.32	PT	Percent	C	Country data	G	Global	Data reference period: November	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2001	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	88.15	PT	Percent	C	Country data	G	Global	Data reference period: November	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2000	F	Female	Y_GE10	10 years old and over	78.14	PT	Percent	C	Country data	G	Global	Data reference period: November	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2001	F	Female	Y_GE10	10 years old and over	86.03	PT	Percent	C	Country data	G	Global	Data reference period: November	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2000	M	Male	Y_GE10	10 years old and over	82.83	PT	Percent	C	Country data	G	Global	Data reference period: November	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2001	M	Male	Y_GE10	10 years old and over	90.55	PT	Percent	C	Country data	G	Global	Data reference period: November	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	57.08	PT	Percent	C	Country data	G	Global	Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2010	F	Female	Y_GE10	10 years old and over	49.01	PT	Percent	C	Country data	G	Global	Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2010	M	Male	Y_GE10	10 years old and over	66.45	PT	Percent	C	Country data	G	Global	Geographical coverage: Main cities or metropolitan areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	68	Bolivia (Plurinational State of)	BOL	-65.0	-17.0	Latin America and the Caribbean	1991	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	51.68	PT	Percent	C	Country data	G	Global	Geographical coverage: Main cities or metropolitan areas | Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	68	Bolivia (Plurinational State of)	BOL	-65.0	-17.0	Latin America and the Caribbean	1991	F	Female	Y_GE10	10 years old and over	41.03	PT	Percent	C	Country data	G	Global	Geographical coverage: Main cities or metropolitan areas | Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	68	Bolivia (Plurinational State of)	BOL	-65.0	-17.0	Latin America and the Caribbean	1991	M	Male	Y_GE10	10 years old and over	63.0	PT	Percent	C	Country data	G	Global	Geographical coverage: Main cities or metropolitan areas | Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2006	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	51.11	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2007	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	49.77	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2008	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	50.19	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2006	F	Female	Y_GE10	10 years old and over	35.49	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2007	F	Female	Y_GE10	10 years old and over	33.36	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2008	F	Female	Y_GE10	10 years old and over	34.32	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2006	M	Male	Y_GE10	10 years old and over	68.15	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2007	M	Male	Y_GE10	10 years old and over	67.78	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	144	Sri Lanka	LKA	81.0	7.0	Central and Southern Asia	2008	M	Male	Y_GE10	10 years old and over	67.93	PT	Percent	C	Country data	G	Global	Geographical coverage: Total national, excluding some areas	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	68	Bolivia (Plurinational State of)	BOL	-65.0	-17.0	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	49.76	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1991	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	57.94	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1992	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	60.81	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1995	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	59.45	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1998	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	63.8	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	64.38	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2004	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	59.59	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1991	F	Female	Y_GE10	10 years old and over	33.22	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1992	F	Female	Y_GE10	10 years old and over	35.68	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1995	F	Female	Y_GE10	10 years old and over	34.67	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1998	F	Female	Y_GE10	10 years old and over	42.28	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2000	F	Female	Y_GE10	10 years old and over	44.24	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2004	F	Female	Y_GE10	10 years old and over	38.61	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	68	Bolivia (Plurinational State of)	BOL	-65.0	-17.0	Latin America and the Caribbean	2007	M	Male	Y_GE10	10 years old and over	56.39	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1991	M	Male	Y_GE10	10 years old and over	85.49	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1992	M	Male	Y_GE10	10 years old and over	89.29	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1995	M	Male	Y_GE10	10 years old and over	86.4	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	1998	M	Male	Y_GE10	10 years old and over	87.49	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2000	M	Male	Y_GE10	10 years old and over	87.05	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2004	M	Male	Y_GE10	10 years old and over	66.92	PT	Percent	C	Country data	G	Global	Population coverage: Excluding armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	68	Bolivia (Plurinational State of)	BOL	-65.0	-17.0	Latin America and the Caribbean	2007	F	Female	Y_GE10	10 years old and over	43.55	PT	Percent	C	Country data	G	Global	Population coverage: Including armed forces and/or conscripts	2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	558	Nicaragua	NIC	-85.0	13.0	Latin America and the Caribbean	2001	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	36.51	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	324	Guinea	GIN	-10.0	11.0	Sub-Saharan Africa	1996	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	45.82	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	426	Lesotho	LSO	28.5	-29.5	Sub-Saharan Africa	1996	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	41.15	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	800	Uganda	UGA	32.0	1.0	Sub-Saharan Africa	2003	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	38.12	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	558	Nicaragua	NIC	-85.0	13.0	Latin America and the Caribbean	2001	F	Female	Y_GE10	10 years old and over	22.4	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	324	Guinea	GIN	-10.0	11.0	Sub-Saharan Africa	1996	F	Female	Y_GE10	10 years old and over	42.92	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	426	Lesotho	LSO	28.5	-29.5	Sub-Saharan Africa	1996	F	Female	Y_GE10	10 years old and over	26.63	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	800	Uganda	UGA	32.0	1.0	Sub-Saharan Africa	2003	F	Female	Y_GE10	10 years old and over	37.38	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	558	Nicaragua	NIC	-85.0	13.0	Latin America and the Caribbean	2001	M	Male	Y_GE10	10 years old and over	50.75	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	324	Guinea	GIN	-10.0	11.0	Sub-Saharan Africa	1996	M	Male	Y_GE10	10 years old and over	48.85	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	426	Lesotho	LSO	28.5	-29.5	Sub-Saharan Africa	1996	M	Male	Y_GE10	10 years old and over	56.69	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	800	Uganda	UGA	32.0	1.0	Sub-Saharan Africa	2003	M	Male	Y_GE10	10 years old and over	38.9	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	214	Dominican Republic	DOM	-70.66666666	19.0	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	55.29	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	214	Dominican Republic	DOM	-70.66666666	19.0	Latin America and the Caribbean	2001	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	54.35	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	214	Dominican Republic	DOM	-70.66666666	19.0	Latin America and the Caribbean	2002	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	55.06	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	214	Dominican Republic	DOM	-70.66666666	19.0	Latin America and the Caribbean	2003	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	54.28	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	214	Dominican Republic	DOM	-70.66666666	19.0	Latin America and the Caribbean	2004	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	56.34	PT	Percent	C	Country data	G	Global		2017
3	3	Labour force participation rates for persons aged 15-24 and 15+, by sex	2	Labour force participation rate for persons aged 15+, by sex	296	Kiribati	KIR	173.0	1.41666666	Oceania, exc. Australia and New Zealand	2000	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	80.8	PT	Percent	C	Country data	G	Global		2017
