INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	isLatestValue
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2009	F	Female	42	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2010	F	Female	40	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	F	Female	45	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2012	F	Female	46	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2013	F	Female	43	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2014	F	Female	43	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2015	F	Female	46	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2017	F	Female	45	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2006	F	Female	35	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2007	F	Female	36	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2008	F	Female	37	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2009	F	Female	38	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2010	F	Female	39	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2011	F	Female	40	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2012	F	Female	40	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2013	F	Female	45	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2014	F	Female	42	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2015	F	Female	43	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2008	F	Female	40	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2009	F	Female	36	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2010	F	Female	38	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2011	F	Female	38	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2012	F	Female	46	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2013	F	Female	46	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2014	F	Female	48	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2015	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2012	F	Female	29	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2013	F	Female	29	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2014	F	Female	30	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2015	F	Female	30	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2016	F	Female	31	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2017	F	Female	31	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2009	F	Female	21	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2010	F	Female	23	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2011	F	Female	22	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2012	F	Female	22	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2014	F	Female	23	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2015	F	Female	24	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2016	F	Female	25	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2017	F	Female	26	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2009	F	Female	31	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2010	F	Female	32	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2012	F	Female	33	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2005	F	Female	43	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2006	F	Female	44	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2007	F	Female	44	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2008	F	Female	46	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2009	F	Female	47	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2010	F	Female	48	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2011	F	Female	49	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2012	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2013	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2014	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2015	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2016	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2017	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2008	F	Female	12	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2009	F	Female	12	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2010	F	Female	11	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2011	F	Female	12	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2012	F	Female	11	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2013	F	Female	12	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2014	F	Female	12	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2017	F	Female	12	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2005	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2007	F	Female	48	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2008	F	Female	59	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2010	F	Female	61	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2012	F	Female	64	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2009	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2012	F	Female	54	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2013	F	Female	54	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2014	F	Female	54	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2015	F	Female	54	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2016	F	Female	48	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2017	F	Female	48	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2015	F	Female	58	PT	Percent	C	Country Data	G	Global	2019	False
