INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2004	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	85.15315	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	85.19178	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2006	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	85.72323	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2008	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	86.61413	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2009	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	86.70908	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	87.14941	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	87.59089	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	87.6791	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2013	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	88.15031	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	AGG_3T8	Upper secondary (ISCED 3) or higher	88.31358	PT	Percent	C	Country Data	G	Global	2021	5300			EA_3t8_AG25t99, EA_3t8_AG25t99_F, EA_3t8_AG25t99_M, EA_3t8_AG25t99_gpia	SEX__EDUCATION_LEV	_T__AGG_3T8	Both sexes or no breakdown by sex, upper secondary (isced 3) or higher	False
