INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2008	_T	Both sexes or no breakdown by sex	73.97	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2009	_T	Both sexes or no breakdown by sex	74.08	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2010	_T	Both sexes or no breakdown by sex	73.46	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2011	_T	Both sexes or no breakdown by sex	72.55	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2012	_T	Both sexes or no breakdown by sex	73.16	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2013	_T	Both sexes or no breakdown by sex	73.89	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2014	_T	Both sexes or no breakdown by sex	74.83	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	75.33	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	75.84	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 59 for males and 54 for females; Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2002	_T	Both sexes or no breakdown by sex	37.3	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2003	_T	Both sexes or no breakdown by sex	37.4	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2004	_T	Both sexes or no breakdown by sex	38.69	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2005	_T	Both sexes or no breakdown by sex	39.29	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2006	_T	Both sexes or no breakdown by sex	39.88	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	860	Uzbekistan	UZB	64.0	41.0	Central and Southern Asia	2007	_T	Both sexes or no breakdown by sex	40.83	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	81.62	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 for males and 59 for females; Age coverage - minimum age: 16 years old; Data reference period: March | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	2001	_T	Both sexes or no breakdown by sex	66.43	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	1996	_T	Both sexes or no breakdown by sex	66.16	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	2011	F	Female	77.07	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 for males and 59 for females; Age coverage - minimum age: 16 years old; Data reference period: March | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	F	Female	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	2001	F	Female	58.96	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	1996	F	Female	56.85	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	2011	M	Male	85.77	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 for males and 59 for females; Age coverage - minimum age: 16 years old; Data reference period: March | Population coverage: Excluding both institutional population and armed forces and/or conscripts	2017	SEX	M	Male	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	2001	M	Male	74.46	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old; Data reference period: Annual or annual average	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	832	Jersey	JEY	-2.16666666	49.25	Europe and Northern America	1996	M	Male	76.22	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2004	_T	Both sexes or no breakdown by sex	64.9	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2010	_T	Both sexes or no breakdown by sex	41.54	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2013	_T	Both sexes or no breakdown by sex	30.62	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2001	_T	Both sexes or no breakdown by sex	58.57	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	2009	_T	Both sexes or no breakdown by sex	67.34	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	1996	_T	Both sexes or no breakdown by sex	51.9	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 14 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	2004	_T	Both sexes or no breakdown by sex	57.97	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 14 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	2014	_T	Both sexes or no breakdown by sex	64.0	PT	Percent	C	Country Data	G	Global	Data reference period: August	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	566	Nigeria	NGA	8.0	10.0	Sub-Saharan Africa	2015	_T	Both sexes or no breakdown by sex	72.25	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	566	Nigeria	NGA	8.0	10.0	Sub-Saharan Africa	2016	_T	Both sexes or no breakdown by sex	74.58	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	_T	Both sexes or no breakdown by sex	True
