INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	x	y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	VALUE_CATEGORY	VALUE_CATEGORY_DESC	COMMENT_OBS	SOURCE_YEAR
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2000.0	2000-12-12 00:00:00	1	Ratified, in force	Period of maternity leave: 28 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2001.0	2001-02-07 00:00:00	1	Ratified, in force	Period of maternity leave: five months	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2001.0	2001-12-06 00:00:00	1	Ratified, in force	Period of maternity leave: 135 days	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2002.0	2002-10-23 00:00:00	1	Ratified, in force	Period of maternity leave: 126 calendar days	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	440	Lithuania	LTU	23.90517807	55.33680309	Europe and Northern America	2003.0	2003-09-29 00:00:00	1	Ratified, in force	Period of maternity leave: 126 calendar days	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2003.0	2003-11-04 00:00:00	1	Ratified, in force	Period of maternity leave: 24 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2004.0	2004-02-10 00:00:00	1	Ratified, in force	Period of maternity leave: 126 days	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2004.0	2004-04-30 00:00:00	1	Ratified, in force	Period of maternity leave: 16 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2004.0	2004-06-01 00:00:00	1	Ratified, in force	Period of maternity leave: 18 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2004.0	2004-08-18 00:00:00	1	Ratified, in force	Period of maternity leave: 365 calendar days	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2005.0	2005-01-12 00:00:00	1	Ratified, in force	Period of maternity leave: 16 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2005.0	2005-11-09 00:00:00	1	Ratified, in force	Period of maternity leave: 14 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2006.0	2006-08-28 00:00:00	1	Ratified, in force	Period of maternity leave: 126 calendar days	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	442	Luxembourg	LUX	6.092656563	49.77679538	Europe and Northern America	2008.0	2008-04-08 00:00:00	1	Ratified, in force	Period of maternity leave: 16 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	466	Mali	MLI	-3.522016039	17.35311254	Sub-Saharan Africa	2008.0	2008-06-05 00:00:00	1	Ratified, in force	Period of maternity leave: 14 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	528	Netherlands	NLD	5.331480568	51.86728884	Europe and Northern America	2009.0	2009-01-15 00:00:00	1	Ratified, in force	Period of maternity leave: 16 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	428	Latvia	LVA	26.42461876	56.64196636	Europe and Northern America	2009.0	2009-02-09 00:00:00	1	Ratified, in force	Period of maternity leave: 16 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2010.0	2010-01-18 00:00:00	1	Ratified, in force	Period of maternity leave: 28 days before the date of delivery and for a total period of one year (for twins and subsequent children a total period of 18 months) is guaranteed.	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2010.0	2010-03-01 00:00:00	1	Ratified, in force	Period of maternity leave: 105 days	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	2010.0	2010-08-31 00:00:00	1	Ratified, in force	Period of maternity leave: 16 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	2010.0	2010-10-29 00:00:00	1	Ratified, in force	Women shall be granted paid pregnancy and maternity leave of 126 calendar days (70 calendar days before childbirth and 56 days after childbirth). In the case of abnormal or multiple births women shall be granted 140 calendar days (70 days before and 70 days after childbirth). Women working in agriculture shall be granted pregnancy and maternity leave for 140 calendar days (70 days before and 70 days after childbirth). In case of abnormal birth women should be granted 156 calendar days (70 days before and 86 after childbirth) and in the event of multiple births (70 days before and 110 days after childbirth).	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	504	Morocco	MAR	-6.281942841	31.8440131	Northern Africa and Western Asia	2011.0	2011-04-13 00:00:00	1	Ratified, in force	Period of maternity leave: 14 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	2012.0	2012-01-10 00:00:00	1	Ratified, in force	Period of maternity leave: 14 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	499	Montenegro	MNE	19.25214024	42.78717043	Europe and Northern America	2012.0	2012-04-19 00:00:00	1	Ratified, in force	The length of maternity leave is 365 days from the birth of child	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	2012.0	2012-06-13 00:00:00	1	Ratified, in force	The period of maternity leave is 18 weeks (20 weeks in case of obstructed child birth or in the case of the birth of 2 or more children)	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	807	North Macedonia	MKD	21.7007909	41.60048068	Europe and Northern America	2012.0	2012-10-03 00:00:00	1	Ratified, in force	The length of the maternity leave is 9 months in the case of 1 child and 12 months in the case of 2 or more children	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2012.0	2012-11-08 00:00:00	1	Ratified, in force	Women workers are entitled to an initial parental leave of 120 or 150 consecutive days.	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	854	Burkina Faso	BFA	-1.742843829	12.27491081	Sub-Saharan Africa	2013.0	2013-03-04 00:00:00	1	Ratified, in force	Period of maternity leave: 14 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	756	Switzerland	CHE	8.223158	46.96617097	Europe and Northern America	2014.0	2014-06-04 00:00:00	1	Ratified, in force	Period of maternity leave: 14 weeks from the birth of child	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	578	Norway	NOR	11.47846389	61.34311134	Europe and Northern America	2015.0	2015-11-09 00:00:00	1	Ratified, in force	A pregnant employee is entitled to leave of absence for up to twelve weeks during pregnancy and that after giving birth the mother shall have leave of absence for the first six weeks unless she produces a medical certificate stating that it is better for her to resume work. Furthermore the parents shall be entitled to leave of absence for a total of 12 months.	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2016.0	2016-02-09 00:00:00	1	Ratified, in force	Period of maternity leave: 14 weeks	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	604	Peru	PER	-71.82093277	-13.58939705	Latin America and the Caribbean	2016.0	2016-05-09 00:00:00	1	Ratified, in force	Women workers are entitled to 14 weeks of maternity leave: 49 days of prenatal leave and 49 days postnatal leave.	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	686	Senegal	SEN	-14.46636926	14.35920905	Sub-Saharan Africa	2017.0	2017-04-18 00:00:00	2	Ratified, not in force	The Convention will enter into force for Senegal on 18 Apr 2018.	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	678	Sao Tome and Principe	STP	6.609772265	0.241554875	Sub-Saharan Africa	2017.0	2017-06-12 00:00:00	2	Ratified, not in force	The Convention will enter into force for Sao Tome and Principe on 12 Jun 2018.	2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	144	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	356	India	IND	79.3608464	22.34642074	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	124	Canada	CAN	-101.6575058	57.72360191	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America		NaT	36	Not ratified		2019
