INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	LOWER_BOUND	UPPER_BOUND	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	isLatestValue
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2009	F	Female	Y_GE18	18 years old and over	61.6	PT	Percent	55.2	67.9	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2007	F	Female	Y_GE18	18 years old and over	61.1	PT	Percent	54.8	67.2	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2006	F	Female	Y_GE18	18 years old and over	60.9	PT	Percent	54.6	66.8	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2005	F	Female	Y_GE18	18 years old and over	60.6	PT	Percent	54.4	66.5	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2004	F	Female	Y_GE18	18 years old and over	60.4	PT	Percent	54.1	66.2	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2003	F	Female	Y_GE18	18 years old and over	60.1	PT	Percent	53.8	66.0	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2002	F	Female	Y_GE18	18 years old and over	59.8	PT	Percent	53.6	65.7	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2001	F	Female	Y_GE18	18 years old and over	59.6	PT	Percent	53.3	65.5	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	2000	F	Female	Y_GE18	18 years old and over	59.3	PT	Percent	53.1	65.3	E	Estimated	G	Global	2017	False
38	38	Proportion of adults who are obese, by sex	32	Proportion of adults who are obese, by sex	520	Nauru	NRU	166.9166667	-0.53333333	Oceania, exc. Australia and New Zealand	1999	F	Female	Y_GE18	18 years old and over	59.0	PT	Percent	52.8	65.0	E	Estimated	G	Global	2017	False
