INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	COMMENT_OBS	SOURCE_YEAR
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2009	F	Female	23.1	PT	Percent	C	Country Data	Age coverage - maximum age: 64 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2010	F	Female	24.9	PT	Percent	C	Country Data	Age coverage - maximum age: 64 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2011	F	Female	22.7	PT	Percent	C	Country Data	Age coverage - maximum age: 64 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2012	F	Female	21.6	PT	Percent	C	Country Data	Age coverage - maximum age: 64 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2013	F	Female	22.1	PT	Percent	C	Country Data	Age coverage - maximum age: 64 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2014	F	Female	22.3	PT	Percent	C	Country Data	Age coverage - maximum age: 64 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2015	F	Female	22.5	PT	Percent	C	Country Data	Age coverage - maximum age: 64 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	512	Oman	OMN	57.87743482	21.98805614	Northern Africa and Western Asia	2016	F	Female	11.1	PT	Percent	C	Country Data	Age coverage - maximum age: 65 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	784	United Arab Emirates	ARE	53.98279159	23.43322219	Northern Africa and Western Asia	2016	F	Female	14.6	PT	Percent	C	Country Data	Age coverage - maximum age: 65 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	516	Namibia	NAM	17.21907885	-22.13817068	Sub-Saharan Africa	2000	F	Female	30.2	PT	Percent	C	Country Data	Age coverage - maximum age: 69 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	516	Namibia	NAM	17.21907885	-22.13817068	Sub-Saharan Africa	2004	F	Female	36.0	PT	Percent	C	Country Data	Age coverage - maximum age: 69 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2003	F	Female	38.7	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2008	F	Female	37.1	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2000	F	Female	35.6	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2005	F	Female	39.0	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2007	F	Female	38.7	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2001	F	Female	36.6	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2004	F	Female	38.1	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2006	F	Female	38.9	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2002	F	Female	37.5	PT	Percent	C	Country Data	Age coverage - maximum age: 72 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	332	Haiti	HTI	-72.33640958	18.40426539	Latin America and the Caribbean	2003	F	Female	24.0	PT	Percent	C	Country Data	Age coverage - minimum age: 10 years old;	2019
45	45	Proportion of women in managerial positions	38	Proportion of women in managerial positions	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2008	F	Female	13.3	PT	Percent	C	Country Data	Age coverage - minimum age: 10 years old;	2019
