INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_DETAIL	SOURCE_YEAR	isLatestValue
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2013	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	93.59	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2014	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	96.43	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	96.8	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	96.22	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	True
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	356	India	IND	77.0	20.0	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	44.81	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	True
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2009	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	95.17	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2010	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	101.42	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2011	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	104.65	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2012	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	102.88	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2013	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	102.55	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2014	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	106.12	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
29	29	Gross graduation ratio from lower secondary education, by sex	22	Gross graduation ratio from lower secondary education, by sex	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	ISCED11_2	Lower secondary education	109.01	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:48:55	2017	False
