INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE65	65 years old and over	U	Urban	0.3832992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE65	65 years old and over	U	Urban	0.1333008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE65	65 years old and over	R	Rural	0.2667	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE65	65 years old and over	R	Rural	0.0667008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE65	65 years old and over	_T	All areas	0.3333	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE65	65 years old and over	_T	All areas	0.0832992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE10	10 years old and over	U	Urban	0.6499992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE10	10 years old and over	U	Urban	0.1000008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE10	10 years old and over	R	Rural	0.7999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE10	10 years old and over	R	Rural	0.0832992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		F	Female	Y_GE10	10 years old and over	_T	All areas	0.7167	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011		M	Male	Y_GE10	10 years old and over	_T	All areas	0.0832992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2012		F	Female	Y15T24	15 to 24 years old	_T	All areas	0.7999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	Travel related to unpaid care work is not included.	2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2012		M	Male	Y15T24	15 to 24 years old	_T	All areas	0.1999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	Travel related to unpaid care work is not included.	2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2012		F	Female	Y_GE12	12 years old and over	U	Urban	0.4999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	Travel related to unpaid care work is not included.	2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2012		M	Male	Y_GE12	12 years old and over	U	Urban	0.1000008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	Travel related to unpaid care work is not included.	2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2012		F	Female	Y_GE12	12 years old and over	R	Rural	0.4999992	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	Travel related to unpaid care work is not included.	2019
1	1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	88	Average number of hours spent on unpaid care work, by sex, age and location	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2012		M	Male	Y_GE12	12 years old and over	R	Rural	0.1000008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	Travel related to unpaid care work is not included.	2019
