INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	703	Slovakia				SVK	19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2000]	2000	2000	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	380	Italy				ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	100	Bulgaria				BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	642	Romania				ROU	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2002]	2002	2002	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	440	Lithuania				LTU	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	348	Hungary				HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	112	Belarus				BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2004]	2004	2004	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	40	Austria				AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2004]	2004	2004	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	192	Cuba				CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2004]	2004	2004	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	8	Albania				ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2004]	2004	2004	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	196	Cyprus				CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2005]	2005	2005	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	84	Belize				BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2005]	2005	2005	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	498	Republic of Moldova				MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2006]	2006	2006	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	442	Luxembourg				LUX	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2008]	2008	2008	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	466	Mali				MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	528	Netherlands				NLD	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1	0	0
I.2q	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	1dd41836	Whether or not ratified ILO convention 183 on maternity protection	428	Latvia				LVA	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1	0	0
