INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	4	Afghanistan				9700	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	8	Albania				9700	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	12	Algeria				9700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	20	Andorra				9700	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	24	Angola				9700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	28	Antigua and Barbuda				9700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	32	Argentina				9700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	51	Armenia				9700	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	36	Australia				9700	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2019]	2019	2019	1	1	1
QIV.2	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	40	Austria				9700	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
