INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	56	Belgium	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[1952]	1952	1952	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	484	Mexico	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[1952]	1952	1952	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	250	France	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[1953]	1953	1953	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	214	Dominican Republic	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1953]	1953	1953	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	40	Austria	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[1953]	1953	1953	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	608	Philippines	120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1953]	1953	1953	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	192	Cuba	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[1954]	1954	1954	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	616	Poland	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[1954]	1954	1954	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	100	Bulgaria	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[1955]	1955	1955	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	643	Russian Federation	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[1956]	1956	1956	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	276	Germany	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[1956]	1956	1956	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	348	Hungary	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[1956]	1956	1956	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	380	Italy	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[1956]	1956	1956	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	340	Honduras	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[1956]	1956	1956	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	804	Ukraine	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[1956]	1956	1956	1	0	0
54	Extent of country commitment to gender equality in employment	57	Whether or not ratified ILO convention 100 on equal remuneration for women and men	112	Belarus	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[1956]	1956	1956	1	0	0
