INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	8	Albania	F	Female	SEX	F	Female	7600	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2009	2017	8	2	7
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	12	Algeria	F	Female	SEX	F	Female	7600	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	1	6
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	20	Andorra	F	Female	SEX	F	Female	7600	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2008	2015	8	1	6
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	32	Argentina	F	Female	SEX	F	Female	7600	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2012, 2013, 2014, 2015, 2016, 2017]	2012	2017	6	3	6
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	51	Armenia	F	Female	SEX	F	Female	7600	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017]	2009	2017	8	3	7
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	36	Australia	F	Female	SEX	F	Female	7600	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2009, 2010, 2012]	2009	2012	3	0	2
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	40	Austria	F	Female	SEX	F	Female	7600	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	3	8
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	31	Azerbaijan	F	Female	SEX	F	Female	7600	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2008	2017	8	1	6
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	44	Bahamas	F	Female	SEX	F	Female	7600	BHS	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2007, 2008, 2010, 2012]	2005	2012	5	0	2
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	52	Barbados	F	Female	SEX	F	Female	7600	BRB	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	7	3	6
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	112	Belarus	F	Female	SEX	F	Female	7600	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2015, 2016, 2017]	2015	2017	3	3	3
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	56	Belgium	F	Female	SEX	F	Female	7600	BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6	1	6
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	84	Belize	F	Female	SEX	F	Female	7600	BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2014]	2014	2014	1	0	1
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	60	Bermuda	F	Female	SEX	F	Female	7600	BMU	-64.78155012	32.27881922		4	Country or Area	Europe and Northern America	[2013]	2013	2013	1	0	1
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	70	Bosnia and Herzegovina	F	Female	SEX	F	Female	7600	BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	3	8
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	100	Bulgaria	F	Female	SEX	F	Female	7600	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2015, 2016, 2017]	2015	2017	3	3	3
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	132	Cabo Verde	F	Female	SEX	F	Female	7600	CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6	1	6
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	120	Cameroon	F	Female	SEX	F	Female	7600	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2011, 2013]	2010	2013	3	0	3
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	152	Chile	F	Female	SEX	F	Female	7600	CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2011, 2012, 2013, 2014, 2015, 2016, 2017]	2011	2017	7	3	7
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	156	China	F	Female	SEX	F	Female	7600	CHN	104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2010, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	7	3	7
IV.5	I5aac0815	Share of female judges	S5aac0815	Share of female judges	170	Colombia	F	Female	SEX	F	Female	7600	COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
