INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	148	Chad				11600	TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	174	Comoros				11600	COM	43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	268	Georgia				11600	GEO	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	688	Serbia				11600	SRB	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	112	Belarus				11600	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	624	Guinea-Bissau				11600	GNB	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	524	Nepal				11600	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	670	Saint Vincent and the Grenadines				11600	VCT	-61.19024321	13.24627968	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	882	Samoa				11600	WSM	-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	740	Suriname				11600	SUR	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	20	Andorra				11600	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	24	Angola				11600	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	108	Burundi				11600	BDI	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	384	Côte d'Ivoire				11600	CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	192	Cuba				11600	CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
QV.2	I158e0e5f	Existence of laws on domestic violence	S158d0e7a	Existence of laws on sexual harassment	214	Dominican Republic				11600	DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
