INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	578	Norway				11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[1982]	1982	1982	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	752	Sweden				14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[1982]	1982	1982	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	246	Finland				23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[1983]	1983	1983	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	862	Venezuela (Bolivarian Republic of)				-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[1984]	1984	1984	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	620	Portugal				-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[1985]	1985	1985	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	562	Niger				9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[1985]	1985	1985	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	724	Spain				-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1985]	1985	1985	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	604	Peru				-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[1986]	1986	1986	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	32	Argentina				-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[1988]	1988	1988	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	528	Netherlands				5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[1988]	1988	1988	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	674	San Marino				12.46329038	43.93841766	1.0	4	Country or Area	Europe and Northern America	[1988]	1988	1988	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	300	Greece				22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[1988]	1988	1988	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	887	Yemen				45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[1989]	1989	1989	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	250	France				2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[1989]	1989	1989	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	858	Uruguay				-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[1989]	1989	1989	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	36	Australia				134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[1990]	1990	1990	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	231	Ethiopia				39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[1991]	1991	1991	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	191	Croatia				17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[1991]	1991	1991	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	807	North Macedonia				21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[1991]	1991	1991	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	705	Slovenia				14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[1992]	1992	1992	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	70	Bosnia and Herzegovina				17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[1993]	1993	1993	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	320	Guatemala				-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[1994]	1994	1994	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	152	Chile				-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[1994]	1994	1994	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	392	Japan				139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1995]	1995	1995	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	324	Guinea				-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[1995]	1995	1995	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	643	Russian Federation				99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[1998]	1998	1998	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	68	Bolivia (Plurinational State of)				-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[1998]	1998	1998	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	84	Belize				-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[1999]	1999	1999	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	804	Ukraine				31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2000]	2000	2000	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	352	Iceland				-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2000]	2000	2000	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	222	El Salvador				-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2000]	2000	2000	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	688	Serbia				20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2000]	2000	2000	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	410	Republic of Korea				127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001]	2001	2001	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	703	Slovakia				19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2002]	2002	2002	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	480	Mauritius				57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2004]	2004	2004	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	440	Lithuania				23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2004]	2004	2004	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	100	Bulgaria				25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2006]	2006	2006	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	499	Montenegro				19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2006]	2006	2006	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	8	Albania				20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2007]	2007	2007	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	600	Paraguay				-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2007]	2007	2007	1	0	0
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	31	Azerbaijan				50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2010]	2010	2010	1	0	1
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	398	Kazakhstan				66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2013]	2013	2013	1	0	1
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	218	Ecuador				-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
I.2	a18d1dbf	Extent of country commitment to support reconciliation of work and family life	edf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	56	Belgium				4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2015]	2015	2015	1	1	1
