INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	4	Afghanistan	F	Female	SEX	F	Female	7100	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	4	9
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	50	Bangladesh	F	Female	SEX	F	Female	7100	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	18	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	64	Bhutan	F	Female	SEX	F	Female	7100	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	144	Sri Lanka	F	Female	SEX	F	Female	7100	LKA	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	356	India	F	Female	SEX	F	Female	7100	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	364	Iran (Islamic Republic of)	F	Female	SEX	F	Female	7100	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	462	Maldives	F	Female	SEX	F	Female	7100	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	524	Nepal	F	Female	SEX	F	Female	7100	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	16	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	586	Pakistan	F	Female	SEX	F	Female	7100	PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2003	2019	17	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	8	Albania	F	Female	SEX	F	Female	7100	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	20	Andorra	F	Female	SEX	F	Female	7100	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	36	Australia	F	Female	SEX	F	Female	7100	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	40	Austria	F	Female	SEX	F	Female	7100	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	56	Belgium	F	Female	SEX	F	Female	7100	BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	70	Bosnia and Herzegovina	F	Female	SEX	F	Female	7100	BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	100	Bulgaria	F	Female	SEX	F	Female	7100	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	112	Belarus	F	Female	SEX	F	Female	7100	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	124	Canada	F	Female	SEX	F	Female	7100	CAN	-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	191	Croatia	F	Female	SEX	F	Female	7100	HRV	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	196	Cyprus	F	Female	SEX	F	Female	7100	CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	203	Czechia	F	Female	SEX	F	Female	7100	CZE	15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	208	Denmark	F	Female	SEX	F	Female	7100	DNK	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	233	Estonia	F	Female	SEX	F	Female	7100	EST	25.84093481	58.68487172	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	246	Finland	F	Female	SEX	F	Female	7100	FIN	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	19	5	9
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	250	France	F	Female	SEX	F	Female	7100	FRA	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	276	Germany	F	Female	SEX	F	Female	7100	DEU	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
