INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	8	Albania	F	Female	SEX	F	Female	7500	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	3	8
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	12	Algeria	F	Female	SEX	F	Female	7500	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	1	6
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	20	Andorra	F	Female	SEX	F	Female	7500	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	9	1	6
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	36	Australia	F	Female	SEX	F	Female	7500	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	3	8
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	40	Austria	F	Female	SEX	F	Female	7500	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	44	Bahamas	F	Female	SEX	F	Female	7500	BHS	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8	0	3
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	52	Barbados	F	Female	SEX	F	Female	7500	BRB	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	3	8
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	56	Belgium	F	Female	SEX	F	Female	7500	BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2012, 2013, 2014, 2015, 2016, 2017]	2012	2017	6	3	6
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	84	Belize	F	Female	SEX	F	Female	7500	BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2010, 2011, 2013, 2014]	2009	2014	5	0	4
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	60	Bermuda	F	Female	SEX	F	Female	7500	BMU	-64.78155012	32.27881922		4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	3	8
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	64	Bhutan	F	Female	SEX	F	Female	7500	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2012, 2013, 2016, 2017]	2012	2017	4	2	4
IV.4	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	68	Bolivia (Plurinational State of)	F	Female	SEX	F	Female	7500	BOL	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2006, 2007, 2008, 2009, 2010, 2011]	2005	2011	7	0	2
