INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	1	World	F	Female	SEX	F	Female	7200					0	Global		[2019]	2019	2019	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	4	Afghanistan	F	Female	SEX	F	Female	7200	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	8	Albania	F	Female	SEX	F	Female	7200	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2017, 2019]	2017	2019	2	2	2
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	9	Oceania	F	Female	SEX	F	Female	7200					1	Region		[2019]	2019	2019	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	12	Algeria	F	Female	SEX	F	Female	7200	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	20	Andorra	F	Female	SEX	F	Female	7200	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	28	Antigua and Barbuda	F	Female	SEX	F	Female	7200	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	31	Azerbaijan	F	Female	SEX	F	Female	7200	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2018]	2018	2018	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	36	Australia	F	Female	SEX	F	Female	7200	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2018]	2018	2018	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	40	Austria	F	Female	SEX	F	Female	7200	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.2	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	48	Bahrain	F	Female	SEX	F	Female	7200	BHR	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2018]	2018	2018	1	1	1
