INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	9	Oceania	F	Female	SEX	F	Female					1	Region		[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	15	Northern Africa	F	Female	SEX	F	Female					2	Sub-region	Northern Africa and Western Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	21	Northern America	F	Female	SEX	F	Female					2	Sub-region	Europe and Northern America	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	30	Eastern Asia	F	Female	SEX	F	Female					2	Sub-region	Eastern and South-Eastern Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	34	Southern Asia	F	Female	SEX	F	Female					2	Sub-region	Central and Southern Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	35	South-Eastern Asia	F	Female	SEX	F	Female					2	Sub-region	Eastern and South-Eastern Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	53	Australia and New Zealand	F	Female	SEX	F	Female					2	Sub-region	Australia and New Zealand	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	62	Central and Southern Asia	F	Female	SEX	F	Female					2	Sub-region	Central and Southern Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	143	Central Asia	F	Female	SEX	F	Female					2	Sub-region	Central and Southern Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	145	Western Asia	F	Female	SEX	F	Female					2	Sub-region	Northern Africa and Western Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	150	Europe	F	Female	SEX	F	Female					1	Region	Europe and Northern America	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	199	Least Developed Countries (LDCs)	F	Female	SEX	F	Female					1	Region		[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	202	Sub-Saharan Africa	F	Female	SEX	F	Female					2	Sub-region	Sub-Saharan Africa	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	419	Latin America and the Caribbean	F	Female	SEX	F	Female					2	Sub-region	Latin America and the Caribbean	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	432	Landlocked developing countries (LLDCs)	F	Female	SEX	F	Female					1	Region		[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	513	Europe and Northern America	F	Female	SEX	F	Female					1	Region	Europe and Northern America	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	722	Small island developing States (SIDS)	F	Female	SEX	F	Female					1	Region		[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	747	Northern Africa and Western Asia	F	Female	SEX	F	Female					2	Sub-region	Northern Africa and Western Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	753	Eastern and South-Eastern Asia	F	Female	SEX	F	Female					2	Sub-region	Eastern and South-Eastern Asia	[2003, 2009, 2018]	2003	2018	3	1	1
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	1	World	F	Female	SEX	F	Female					0	Global		[2003, 2009]	2003	2009	2	0	0
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	F	Female	SEX	F	Female	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2003, 2010, 2011, 2012, 2014, 2015, 2017, 2018]	2003	2018	8	3	7
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	F	Female	SEX	F	Female	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2003, 2004, 2006, 2007, 2010, 2011, 2013, 2014, 2016, 2017]	2000	2017	12	2	6
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	F	Female	SEX	F	Female	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2000, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	16	4	9
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	144	Sri Lanka	F	Female	SEX	F	Female	LKA	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2000, 2007]	2000	2007	2	0	0
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	356	India	F	Female	SEX	F	Female	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2000, 2006, 2008, 2014, 2016]	2000	2016	5	1	2
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	364	Iran (Islamic Republic of)	F	Female	SEX	F	Female	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2000, 2005, 2009, 2010, 2011, 2012, 2013, 2014]	2000	2014	8	0	5
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	462	Maldives	F	Female	SEX	F	Female	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11	0	5
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	524	Nepal	F	Female	SEX	F	Female	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2006, 2011, 2014, 2016]	2000	2016	6	1	3
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	586	Pakistan	F	Female	SEX	F	Female	PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2002, 2005, 2007, 2009, 2011, 2012, 2013, 2018]	2002	2018	8	1	4
