INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	376	Israel				8900	ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[1959]	1959	1959	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	368	Iraq				8900	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[1959]	1959	1959	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	430	Liberia				8900	LBR	-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[1959]	1959	1959	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	788	Tunisia				8900	TUN	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[1959]	1959	1959	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	578	Norway				8900	NOR	11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[1959]	1959	1959	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	620	Portugal				8900	PRT	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[1959]	1959	1959	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	818	Egypt				8900	EGY	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	760	Syrian Arab Republic				8900	SYR	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	356	India				8900	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	340	Honduras				8900	HND	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	208	Denmark				8900	DNK	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	100	Bulgaria				8900	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	324	Guinea				8900	GIN	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	320	Guatemala				8900	GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	608	Philippines				8900	PHL	120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1960]	1960	1960	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	586	Pakistan				8900	PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	288	Ghana				8900	GHA	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	643	Russian Federation				8900	RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	384	Côte d'Ivoire				8900	CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	204	Benin				8900	BEN	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	266	Gabon				8900	GAB	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	616	Poland				8900	POL	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	434	Libya				8900	LBY	18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	276	Germany				8900	DEU	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	348	Hungary				8900	HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	756	Switzerland				8900	CHE	8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	112	Belarus				8900	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	804	Ukraine				8900	UKR	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	450	Madagascar				8900	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	484	Mexico				8900	MEX	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	706	Somalia				8900	SOM	46.20367477	4.406485729	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	188	Costa Rica				8900	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[1962]	1962	1962	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	562	Niger				8900	NER	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[1962]	1962	1962	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	854	Burkina Faso				8900	BFA	-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[1962]	1962	1962	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	752	Sweden				8900	SWE	14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[1962]	1962	1962	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	218	Ecuador				8900	ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[1962]	1962	1962	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	504	Morocco				8900	MAR	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[1963]	1963	1963	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	400	Jordan				8900	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[1963]	1963	1963	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	352	Iceland				8900	ISL	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[1963]	1963	1963	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	380	Italy				8900	ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[1963]	1963	1963	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	478	Mauritania				8900	MRT	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[1963]	1963	1963	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	466	Mali				8900	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[1964]	1964	1964	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	140	Central African Republic				8900	CAF	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[1964]	1964	1964	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	364	Iran (Islamic Republic of)				8900	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[1964]	1964	1964	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	214	Dominican Republic				8900	DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1964]	1964	1964	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	124	Canada				8900	CAN	-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[1964]	1964	1964	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	454	Malawi				8900	MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[1965]	1965	1965	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	192	Cuba				8900	CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[1965]	1965	1965	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	76	Brazil				8900	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1965]	1965	1965	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	148	Chad				8900	TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[1966]	1966	1966	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	591	Panama				8900	PAN	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[1966]	1966	1966	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	231	Ethiopia				8900	ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[1966]	1966	1966	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	694	Sierra Leone				8900	SLE	-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[1966]	1966	1966	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	414	Kuwait				8900	KWT	47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[1966]	1966	1966	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	600	Paraguay				8900	PRY	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[1967]	1967	1967	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	792	Turkey				8900	TUR	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[1967]	1967	1967	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	558	Nicaragua				8900	NIC	-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[1967]	1967	1967	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	724	Spain				8900	ESP	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1967]	1967	1967	1	0	0
QI.1	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	686	Senegal				8900	SEN	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[1967]	1967	1967	1	0	0
