INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	4	Afghanistan				9600	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	8	Albania				9600	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	12	Algeria				9600	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	24	Angola				9600	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	32	Argentina				9600	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	51	Armenia				9600	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	36	Australia				9600	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	40	Austria				9600	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	50	Bangladesh				9600	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
QIV.1	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	56	Belgium				9600	BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
