INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	132	Cabo Verde	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2005]	2005	2005	1	0	0
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	76	Brazil	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2006]	2006	2006	1	0	0
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	760	Syrian Arab Republic	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	SYR	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[2006]	2006	2006	1	0	0
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	860	Uzbekistan	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	UZB	63.11944558	41.77560518	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	520	Nauru	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	NRU	166.92313	-0.528742623	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007]	2007	2007	1	0	0
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	584	Marshall Islands	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	MHL	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007]	2007	2007	1	0	0
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	798	Tuvalu	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	TUV	178.6679611	-7.460048071	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007]	2007	2007	1	0	0
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	64	Bhutan	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2010]	2010	2010	1	0	1
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	232	Eritrea	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	ERI	38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	364	Iran (Islamic Republic of)	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2010]	2010	2010	1	0	1
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	728	South Sudan	F	Female	Y20T24	20 to 24 years old	SEX__AGE	F__Y20T24	Female, 20 to 24 years old	8500	SSD	30.32618773	7.290839152	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
