INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	36	Australia	F	Female	SEX	F	Female	6100	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2008]	2008	2008	1	0	0
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	4	Afghanistan	F	Female	SEX	F	Female	6100	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2003, 2008, 2010, 2011, 2012, 2014, 2015]	2003	2015	7	1	5
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	50	Bangladesh	F	Female	SEX	F	Female	6100	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[1997, 2000, 2001, 2004, 2006, 2007, 2010, 2011, 2013, 2014]	1997	2014	10	0	4
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	64	Bhutan	F	Female	SEX	F	Female	6100	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2000, 2007, 2010, 2012]	2000	2012	4	0	2
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	356	India	F	Female	SEX	F	Female	6100	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[1999, 2000, 2006, 2016]	1999	2016	4	1	1
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	364	Iran (Islamic Republic of)	F	Female	SEX	F	Female	6100	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[1997, 2005, 2010]	1997	2010	3	0	1
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	398	Kazakhstan	F	Female	SEX	F	Female	6100	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[1995, 1999, 2006, 2011, 2015]	1995	2015	5	1	2
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	417	Kyrgyzstan	F	Female	SEX	F	Female	6100	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[1997, 2006, 2012, 2014]	1997	2014	4	0	2
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	462	Maldives	F	Female	SEX	F	Female	6100	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2001, 2004, 2009]	2001	2009	3	0	0
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	524	Nepal	F	Female	SEX	F	Female	6100	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[1996, 2000, 2001, 2006, 2011, 2014, 2016]	1996	2016	7	1	3
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	586	Pakistan	F	Female	SEX	F	Female	6100	PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[1997, 1999, 2001, 2005, 2007, 2013, 2018]	1997	2018	7	1	2
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	144	Sri Lanka	F	Female	SEX	F	Female	6100	LKA	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2000, 2007, 2014]	2000	2014	3	0	1
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	762	Tajikistan	F	Female	SEX	F	Female	6100	TJK	69.294998	38.43069666	1.0	4	Country or Area	Central and Southern Asia	[2000, 2005, 2007, 2012, 2017]	2000	2017	5	1	2
III.4	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	795	Turkmenistan	F	Female	SEX	F	Female	6100	TKM	58.9787665	40.0912346	1.0	4	Country or Area	Central and Southern Asia	[2000, 2006, 2016]	2000	2016	3	1	1
