INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	F	Female	SEX	F	Female	LBY	18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	F	Female	SEX	F	Female	LTU	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	442	Luxembourg	F	Female	SEX	F	Female	LUX	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	428	Latvia	F	Female	SEX	F	Female	LVA	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	430	Liberia	F	Female	SEX	F	Female	LBR	-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	458	Malaysia	F	Female	SEX	F	Female	MYS	116.8346314	5.452415309	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	462	Maldives	F	Female	SEX	F	Female	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	450	Madagascar	F	Female	SEX	F	Female	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	454	Malawi	F	Female	SEX	F	Female	MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	410	Republic of Korea	F	Female	SEX	F	Female	KOR	127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1990	2015	26	1	6
