INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	8	Albania	F	Female	SEX	F	Female	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2009	2017	8	2	7
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	12	Algeria	F	Female	SEX	F	Female	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	20	Andorra	F	Female	SEX	F	Female	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2008	2015	8	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	32	Argentina	F	Female	SEX	F	Female	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2012, 2013, 2014, 2015, 2016, 2017]	2012	2017	6	3	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	51	Armenia	F	Female	SEX	F	Female	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017]	2009	2017	8	3	7
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	36	Australia	F	Female	SEX	F	Female	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2009, 2010, 2012]	2009	2012	3	0	2
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	40	Austria	F	Female	SEX	F	Female	AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	31	Azerbaijan	F	Female	SEX	F	Female	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2008	2017	8	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	44	Bahamas	F	Female	SEX	F	Female	BHS	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2007, 2008, 2010, 2012]	2005	2012	5	0	2
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	52	Barbados	F	Female	SEX	F	Female	BRB	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	7	3	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	112	Belarus	F	Female	SEX	F	Female	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2015, 2016, 2017]	2015	2017	3	3	3
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	56	Belgium	F	Female	SEX	F	Female	BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	84	Belize	F	Female	SEX	F	Female	BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2014]	2014	2014	1	0	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	60	Bermuda	F	Female	SEX	F	Female	BMU	-64.78155012	32.27881922		4	Country or Area	Europe and Northern America	[2013]	2013	2013	1	0	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	70	Bosnia and Herzegovina	F	Female	SEX	F	Female	BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	100	Bulgaria	F	Female	SEX	F	Female	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2015, 2016, 2017]	2015	2017	3	3	3
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	132	Cabo Verde	F	Female	SEX	F	Female	CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	120	Cameroon	F	Female	SEX	F	Female	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2011, 2013]	2010	2013	3	0	3
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	152	Chile	F	Female	SEX	F	Female	CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2011, 2012, 2013, 2014, 2015, 2016, 2017]	2011	2017	7	3	7
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	156	China	F	Female	SEX	F	Female	CHN	104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2010, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	7	3	7
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	170	Colombia	F	Female	SEX	F	Female	COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	188	Costa Rica	F	Female	SEX	F	Female	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2006	2014	9	0	5
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	191	Croatia	F	Female	SEX	F	Female	HRV	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2004	2017	13	2	7
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	196	Cyprus	F	Female	SEX	F	Female	CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	203	Czechia	F	Female	SEX	F	Female	CZE	15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2013]	2009	2013	5	0	4
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	208	Denmark	F	Female	SEX	F	Female	DNK	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	212	Dominica	F	Female	SEX	F	Female	DMA	-61.3493756	15.43391378	1.0	4	Country or Area	Latin America and the Caribbean	[2014, 2015, 2016, 2017]	2014	2017	4	3	4
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	214	Dominican Republic	F	Female	SEX	F	Female	DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2009, 2010, 2011]	2006	2011	6	0	2
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	222	El Salvador	F	Female	SEX	F	Female	SLV	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	234	Faroe Islands	F	Female	SEX	F	Female	FRO	-7.122044325	62.21228119		4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	246	Finland	F	Female	SEX	F	Female	FIN	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	250	France	F	Female	SEX	F	Female	FRA	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2012, 2013, 2014, 2015]	2012	2015	4	1	4
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	268	Georgia	F	Female	SEX	F	Female	GEO	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017]	2007	2017	10	3	7
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	276	Germany	F	Female	SEX	F	Female	DEU	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	1	4
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	300	Greece	F	Female	SEX	F	Female	GRC	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2010]	2010	2010	1	0	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	320	Guatemala	F	Female	SEX	F	Female	GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2008, 2009, 2010, 2011, 2014]	2007	2014	6	0	3
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	328	Guyana	F	Female	SEX	F	Female	GUY	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	340	Honduras	F	Female	SEX	F	Female	HND	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2011, 2015]	2011	2015	2	1	2
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	344	China, Hong Kong Special Administrative Region	F	Female	SEX	F	Female	HKG	114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2007, 2008, 2009, 2010, 2011, 2012, 2013]	2007	2013	7	0	4
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	348	Hungary	F	Female	SEX	F	Female	HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	352	Iceland	F	Female	SEX	F	Female	ISL	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2013, 2017]	2004	2017	8	1	2
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	372	Ireland	F	Female	SEX	F	Female	IRL	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012]	2010	2012	3	0	3
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	376	Israel	F	Female	SEX	F	Female	ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2011]	2011	2011	1	0	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	380	Italy	F	Female	SEX	F	Female	ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	392	Japan	F	Female	SEX	F	Female	JPN	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11	0	5
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	398	Kazakhstan	F	Female	SEX	F	Female	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2013, 2014, 2015]	2013	2015	3	1	3
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	404	Kenya	F	Female	SEX	F	Female	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2013, 2014]	2013	2014	2	0	2
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	417	Kyrgyzstan	F	Female	SEX	F	Female	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2010, 2011, 2012, 2013, 2015]	2010	2015	5	1	5
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	428	Latvia	F	Female	SEX	F	Female	LVA	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	438	Liechtenstein	F	Female	SEX	F	Female	LIE	9.552985019	47.14167005	1.0	4	Country or Area	Europe and Northern America	[2011, 2012, 2013, 2014, 2015]	2011	2015	5	1	5
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	440	Lithuania	F	Female	SEX	F	Female	LTU	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	442	Luxembourg	F	Female	SEX	F	Female	LUX	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	446	China, Macao Special Administrative Region	F	Female	SEX	F	Female	MAC	113.5665388	22.1237259		4	Country or Area	Eastern and South-Eastern Asia	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	3	8
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	450	Madagascar	F	Female	SEX	F	Female	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	470	Malta	F	Female	SEX	F	Female	MLT	14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	480	Mauritius	F	Female	SEX	F	Female	MUS	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	9	1	6
IV.5	5aac0815	Share of female judges	5aac0815	Share of female judges	484	Mexico	F	Female	SEX	F	Female	MEX	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	3	8
