INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	31	Azerbaijan	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	4700	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	17	4	9
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	31	Azerbaijan	F	Female	SEX	F	Female	4700	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	17	4	9
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	31	Azerbaijan	M	Male	SEX	M	Male	4700	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	17	4	9
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	76	Brazil	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	4700	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2003, 2004, 2005, 2007, 2008, 2009, 2011, 2012]	2002	2012	9	0	2
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	76	Brazil	F	Female	SEX	F	Female	4700	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2003, 2004, 2005, 2007, 2008, 2009, 2011, 2012]	2002	2012	9	0	2
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	76	Brazil	M	Male	SEX	M	Male	4700	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2003, 2004, 2005, 2007, 2008, 2009, 2011, 2012]	2002	2012	9	0	2
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	344	China, Hong Kong Special Administrative Region	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	4700	HKG	114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2003, 2004, 2005, 2006]	2003	2006	4	0	0
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	344	China, Hong Kong Special Administrative Region	F	Female	SEX	F	Female	4700	HKG	114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2003, 2004, 2005, 2006]	2003	2006	4	0	0
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	344	China, Hong Kong Special Administrative Region	M	Male	SEX	M	Male	4700	HKG	114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2003, 2004, 2005, 2006]	2003	2006	4	0	0
II.7	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	196	Cyprus	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	4700	CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[1999, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1999	2018	18	4	9
