INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	356	India	F	Female	SEX	F	Female	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	360	Indonesia	F	Female	SEX	F	Female	IDN	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	364	Iran (Islamic Republic of)	F	Female	SEX	F	Female	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	368	Iraq	F	Female	SEX	F	Female	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	372	Ireland	F	Female	SEX	F	Female	IRL	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	376	Israel	F	Female	SEX	F	Female	ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	380	Italy	F	Female	SEX	F	Female	ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	384	Côte d'Ivoire	F	Female	SEX	F	Female	CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	388	Jamaica	F	Female	SEX	F	Female	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	352	Iceland	F	Female	SEX	F	Female	ISL	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	348	Hungary	F	Female	SEX	F	Female	HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	340	Honduras	F	Female	SEX	F	Female	HND	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	7	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	332	Haiti	F	Female	SEX	F	Female	HTI	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2008, 2010, 2012, 2014, 2015, 2019]	2005	2019	7	2	5
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	328	Guyana	F	Female	SEX	F	Female	GUY	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	324	Guinea	F	Female	SEX	F	Female	GIN	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
IV.1	22b614cb	Women’s share of government ministerial positions	22b614cb	Women’s share of government ministerial positions	320	Guatemala	F	Female	SEX	F	Female	GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2008, 2010, 2012, 2014, 2015, 2017, 2019]	2005	2019	8	3	6
