INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	480	Mauritius				9100	MUS	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[1996]	1996	1996	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	196	Cyprus				9100	CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[1997]	1997	1997	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	328	Guyana				9100	GUY	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[1997]	1997	1997	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	246	Finland				9100	FIN	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[1999]	1999	1999	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	380	Italy				9100	ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2000]	2000	2000	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	528	Netherlands				9100	NLD	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	442	Luxembourg				9100	LUX	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	705	Slovenia				9100	SVN	14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	752	Sweden				9100	SWE	14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[2002]	2002	2002	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	8	Albania				9100	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	620	Portugal				9100	PRT	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[2006]	2006	2006	1	0	0
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	70	Bosnia and Herzegovina				9100	BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2010]	2010	2010	1	0	1
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	348	Hungary				9100	HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2010]	2010	2010	1	0	1
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	36	Australia				9100	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2011]	2011	2011	1	0	1
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	643	Russian Federation				9100	RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1	1	1
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	56	Belgium				9100	BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1	1	1
QI.2	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	320	Guatemala				9100	GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
