INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	4	Afghanistan	F	Female	SEX	F	Female	6200	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2010, 2011, 2014, 2015, 2018]	2010	2018	5	2	5
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	8	Albania	F	Female	SEX	F	Female	6200	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2002, 2009, 2018]	2002	2018	3	1	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	12	Algeria	F	Female	SEX	F	Female	6200	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2013, 2019]	2013	2019	2	1	2
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	24	Angola	F	Female	SEX	F	Female	6200	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2016]	1996	2016	2	1	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	28	Antigua and Barbuda	F	Female	SEX	F	Female	6200	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	32	Argentina	F	Female	SEX	F	Female	6200	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2012]	2005	2012	2	0	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	51	Armenia	F	Female	SEX	F	Female	6200	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2005, 2010, 2016]	2000	2016	4	1	2
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	36	Australia	F	Female	SEX	F	Female	6200	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2008]	2008	2008	1	0	0
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	31	Azerbaijan	F	Female	SEX	F	Female	6200	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2001, 2006, 2011, 2013]	2001	2013	4	0	2
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	44	Bahamas	F	Female	SEX	F	Female	6200	BHS	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	48	Bahrain	F	Female	SEX	F	Female	6200	BHR	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2013]	2013	2013	1	0	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	50	Bangladesh	F	Female	SEX	F	Female	6200	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[1994, 1997, 2000, 2001, 2004, 2007, 2010, 2011, 2013, 2014, 2018, 2019]	1994	2019	12	2	6
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	52	Barbados	F	Female	SEX	F	Female	6200	BRB	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2012]	2012	2012	1	0	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	112	Belarus	F	Female	SEX	F	Female	6200	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2012]	2012	2012	1	0	1
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	84	Belize	F	Female	SEX	F	Female	6200	BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[1991, 2011, 2016]	1991	2016	3	1	2
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	204	Benin	F	Female	SEX	F	Female	6200	BEN	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2001, 2006, 2012, 2014, 2018]	1996	2018	6	1	3
III.4	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	64	Bhutan	F	Female	SEX	F	Female	6200	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2010, 2012, 2015]	2010	2015	3	1	3
