INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,OBS_VALUE___T,OBS_VALUE__M,NATURE__F,NATURE___T,NATURE__M,COMMENT_OBS__F,COMMENT_OBS___T,COMMENT_OBS__M,isLatestValue__F,isLatestValue___T,isLatestValue__M
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1990,,18.5,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1991,,19.5,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1992,,21.2,,,C,,,"Break in series: Other or unspecified type of break, Population coverage: Excluding armed forces and/or conscripts",,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1993,,22.1,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1994,,23.2,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1995,,23.9,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1996,,24.4,,,C,,,,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1997,,25.3,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1998,,26.2,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",S8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1999,,25.8,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False,
