INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCO08_1,OBS_VALUE___T__ISCO08_9,OBS_VALUE___T__ISCO08_X,OBS_VALUE___T__ISCO08_6,OBS_VALUE___T__ISCO08_2,OBS_VALUE___T__ISCO08_5,OBS_VALUE___T__ISCO08_7,OBS_VALUE___T__ISCO08_8,OBS_VALUE___T__ISCO08_3,OBS_VALUE___T__ISCO08_0,OBS_VALUE___T__ISCO08_4,OBS_VALUE___T__ISCO08,OBS_VALUE___T__ISCO88_9,OBS_VALUE___T__ISCO88_6,OBS_VALUE___T__ISCO88_5,OBS_VALUE___T__ISCO88_2,OBS_VALUE___T__ISCO88_3,OBS_VALUE___T__ISCO88_4,OBS_VALUE___T__ISCO88,OBS_VALUE___T__ISCO88_8,OBS_VALUE___T__ISCO88_7,OBS_VALUE___T__ISCO88_1,OBS_VALUE___T__ISCO88_X,NATURE___T__ISCO08_1,NATURE___T__ISCO08_9,NATURE___T__ISCO08_X,NATURE___T__ISCO08_6,NATURE___T__ISCO08_2,NATURE___T__ISCO08_5,NATURE___T__ISCO08_7,NATURE___T__ISCO08_8,NATURE___T__ISCO08_3,NATURE___T__ISCO08_0,NATURE___T__ISCO08_4,NATURE___T__ISCO08,NATURE___T__ISCO88_9,NATURE___T__ISCO88_6,NATURE___T__ISCO88_5,NATURE___T__ISCO88_2,NATURE___T__ISCO88_3,NATURE___T__ISCO88_4,NATURE___T__ISCO88,NATURE___T__ISCO88_8,NATURE___T__ISCO88_7,NATURE___T__ISCO88_1,NATURE___T__ISCO88_X,COMMENT_OBS___T__ISCO08_1,COMMENT_OBS___T__ISCO08_9,COMMENT_OBS___T__ISCO08_X,COMMENT_OBS___T__ISCO08_6,COMMENT_OBS___T__ISCO08_2,COMMENT_OBS___T__ISCO08_5,COMMENT_OBS___T__ISCO08_7,COMMENT_OBS___T__ISCO08_8,COMMENT_OBS___T__ISCO08_3,COMMENT_OBS___T__ISCO08_0,COMMENT_OBS___T__ISCO08_4,COMMENT_OBS___T__ISCO08,COMMENT_OBS___T__ISCO88_9,COMMENT_OBS___T__ISCO88_6,COMMENT_OBS___T__ISCO88_5,COMMENT_OBS___T__ISCO88_2,COMMENT_OBS___T__ISCO88_3,COMMENT_OBS___T__ISCO88_4,COMMENT_OBS___T__ISCO88,COMMENT_OBS___T__ISCO88_8,COMMENT_OBS___T__ISCO88_7,COMMENT_OBS___T__ISCO88_1,COMMENT_OBS___T__ISCO88_X,isLatestValue___T__ISCO08_1,isLatestValue___T__ISCO08_9,isLatestValue___T__ISCO08_X,isLatestValue___T__ISCO08_6,isLatestValue___T__ISCO08_2,isLatestValue___T__ISCO08_5,isLatestValue___T__ISCO08_7,isLatestValue___T__ISCO08_8,isLatestValue___T__ISCO08_3,isLatestValue___T__ISCO08_0,isLatestValue___T__ISCO08_4,isLatestValue___T__ISCO08,isLatestValue___T__ISCO88_9,isLatestValue___T__ISCO88_6,isLatestValue___T__ISCO88_5,isLatestValue___T__ISCO88_2,isLatestValue___T__ISCO88_3,isLatestValue___T__ISCO88_4,isLatestValue___T__ISCO88,isLatestValue___T__ISCO88_8,isLatestValue___T__ISCO88_7,isLatestValue___T__ISCO88_1,isLatestValue___T__ISCO88_X
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,RO,Ratio,2014,0.8559322033898304,0.9259259259259258,,1.0609756097560976,0.6666666666666667,1.0357142857142858,0.6666666666666666,0.8157894736842106,0.8571428571428572,,0.9047619047619048,0.8571428571428571,,,,,,,,,,,,C,C,,C,C,C,C,C,C,,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,RO,Ratio,2018,0.8125,1.0,,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.7777777777777778,,0.8333333333333334,0.8571428571428571,,,,,,,,,,,,C,C,,C,C,C,C,C,C,,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,True,True,,True,True,True,True,True,True,,True,True,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,RO,Ratio,2017,0.9585489745064212,0.8273415326395459,,1.014740368509213,0.8542770299609206,0.7947066237221677,0.9280101394169836,0.7668133249528598,0.6240106214573865,0.6528114070486952,1.0341221794166209,0.9108932227130696,,,,,,,,,,,,C,C,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,True,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,RO,Ratio,2018,1.218148403399954,0.8061472094904287,,0.9020235655737704,0.8602853745541023,0.8258392922070051,1.0074031231925968,0.9166730724882772,0.5616595605116432,,1.051375443304898,0.9192883895131084,,,,,,,,,,,,C,C,,C,C,C,C,C,C,,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,RO,Ratio,2019,1.2274407479886933,0.8824484117783445,,0.810656836461126,0.8016607505070995,0.8376828219099512,0.9988594240091248,0.6106289894570752,0.831667856293124,,0.9969162647268126,0.926094276094276,,,,,,,,,,,,C,C,,C,C,C,C,C,C,,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,True,True,,True,True,True,True,True,True,,True,True,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,RO,Ratio,2016,,,,,,,,,,,,,0.6666666666666666,1.0,0.9565217391304348,0.618421052631579,0.5892857142857143,0.6888888888888889,0.7555555555555555,0.8918918918918918,0.8181818181818181,0.7391304347826086,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,RO,Ratio,2019,0.72,0.6428571428571429,,1.0857142857142856,0.6071428571428572,0.9714285714285714,0.8095238095238095,0.8333333333333333,0.6052631578947368,,0.719298245614035,0.7538461538461539,,,,,,,,,,,,C,C,,C,C,C,C,C,C,,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,True,True,,True,True,True,True,True,True,,True,True,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,RO,Ratio,2012,1.5173571154583811,0.930636540330418,,1.1806598407281002,1.0378296402392788,0.8922998510154474,0.7314052888072221,0.6104341345258059,0.704738366287198,0.5068955811989868,0.8169681846537741,0.822533673097925,,,,,,,,,,,,C,C,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,True,True,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,RO,Ratio,2014,0.377724376886107,1.2684093082562955,,0.6631247080803363,0.6315310302968995,0.3404450261780105,0.5986973947895792,,0.487993666989181,0.3822993365896333,0.4554422887208155,0.6745102214650767,,,,,,,,,,,,C,C,,C,C,C,C,,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,True,True,,True,True,True,True,,True,True,True,True,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,RO,Ratio,2015,0.8522427440633246,1.7296767874632712,,,0.5796541574687271,0.6820083682008368,0.5684133915574963,,1.0218671152228762,,0.4500107968041459,0.9926470588235294,,,,,,,,,,,,C,C,,,C,C,C,,C,,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,True,True,,,True,True,True,,True,,True,True,,,,,,,,,,,
