INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y_GE15__R,OBS_VALUE__M__Y_GE15__R,OBS_VALUE__F__Y_GE10__R,OBS_VALUE__M__Y_GE10__R,OBS_VALUE__F__Y_GE65__R,OBS_VALUE__M__Y_GE65__R,OBS_VALUE__F__Y15T24__R,OBS_VALUE__M__Y15T24__R,OBS_VALUE__F__Y25T44__R,OBS_VALUE__M__Y25T44__R,OBS_VALUE__F__Y45T54__R,OBS_VALUE__M__Y45T54__R,OBS_VALUE__F__Y55T64__R,OBS_VALUE__M__Y55T64__R,OBS_VALUE__F__Y15T49__R,OBS_VALUE__M__Y15T49__R,OBS_VALUE__F___T__R,OBS_VALUE__M___T__R,OBS_VALUE__F__Y_GE12__R,OBS_VALUE__M__Y_GE12__R,OBS_VALUE__F__Y_GE15__U,OBS_VALUE__M__Y_GE15__U,OBS_VALUE__F__Y_GE10__U,OBS_VALUE__M__Y_GE10__U,OBS_VALUE__F__Y_GE65__U,OBS_VALUE__M__Y_GE65__U,OBS_VALUE__F__Y15T24__U,OBS_VALUE__M__Y15T24__U,OBS_VALUE__F__Y25T44__U,OBS_VALUE__M__Y25T44__U,OBS_VALUE__F__Y45T54__U,OBS_VALUE__M__Y45T54__U,OBS_VALUE__F__Y55T64__U,OBS_VALUE__M__Y55T64__U,OBS_VALUE__F__Y15T49__U,OBS_VALUE__M__Y15T49__U,OBS_VALUE__F___T__U,OBS_VALUE__M___T__U,OBS_VALUE__F__Y_GE12__U,OBS_VALUE__M__Y_GE12__U,OBS_VALUE__F__Y_GE15___T,OBS_VALUE__M__Y_GE15___T,OBS_VALUE__F__Y20T74___T,OBS_VALUE__M__Y20T74___T,OBS_VALUE__F__Y_GE10___T,OBS_VALUE__M__Y_GE10___T,OBS_VALUE__F__Y_GE65___T,OBS_VALUE__M__Y_GE65___T,OBS_VALUE__F__Y_GE12___T,OBS_VALUE__M__Y_GE12___T,OBS_VALUE__F__Y15T24___T,OBS_VALUE__M__Y15T24___T,OBS_VALUE__F__Y25T44___T,OBS_VALUE__M__Y25T44___T,OBS_VALUE__F__Y45T54___T,OBS_VALUE__M__Y45T54___T,OBS_VALUE__F__Y55T64___T,OBS_VALUE__M__Y55T64___T,OBS_VALUE__F__Y_GE18___T,OBS_VALUE__M__Y_GE18___T,OBS_VALUE__F__Y_GE05___T,OBS_VALUE__M__Y_GE05___T,OBS_VALUE__F__Y15T64___T,OBS_VALUE__M__Y15T64___T,OBS_VALUE__F___T___T,OBS_VALUE__M___T___T,OBS_VALUE__F__Y_GE14___T,OBS_VALUE__M__Y_GE14___T,OBS_VALUE__F__Y20T64___T,OBS_VALUE__M__Y20T64___T,OBS_VALUE__F__Y_GE16___T,OBS_VALUE__M__Y_GE16___T,OBS_VALUE__F__Y45T64___T,OBS_VALUE__M__Y45T64___T,OBS_VALUE__F__Y_GE06___T,OBS_VALUE__M__Y_GE06___T,NATURE__F__Y_GE15__R,NATURE__M__Y_GE15__R,NATURE__F__Y_GE10__R,NATURE__M__Y_GE10__R,NATURE__F__Y_GE65__R,NATURE__M__Y_GE65__R,NATURE__F__Y15T24__R,NATURE__M__Y15T24__R,NATURE__F__Y25T44__R,NATURE__M__Y25T44__R,NATURE__F__Y45T54__R,NATURE__M__Y45T54__R,NATURE__F__Y55T64__R,NATURE__M__Y55T64__R,NATURE__F__Y15T49__R,NATURE__M__Y15T49__R,NATURE__F___T__R,NATURE__M___T__R,NATURE__F__Y_GE12__R,NATURE__M__Y_GE12__R,NATURE__F__Y_GE15__U,NATURE__M__Y_GE15__U,NATURE__F__Y_GE10__U,NATURE__M__Y_GE10__U,NATURE__F__Y_GE65__U,NATURE__M__Y_GE65__U,NATURE__F__Y15T24__U,NATURE__M__Y15T24__U,NATURE__F__Y25T44__U,NATURE__M__Y25T44__U,NATURE__F__Y45T54__U,NATURE__M__Y45T54__U,NATURE__F__Y55T64__U,NATURE__M__Y55T64__U,NATURE__F__Y15T49__U,NATURE__M__Y15T49__U,NATURE__F___T__U,NATURE__M___T__U,NATURE__F__Y_GE12__U,NATURE__M__Y_GE12__U,NATURE__F__Y_GE15___T,NATURE__M__Y_GE15___T,NATURE__F__Y20T74___T,NATURE__M__Y20T74___T,NATURE__F__Y_GE10___T,NATURE__M__Y_GE10___T,NATURE__F__Y_GE65___T,NATURE__M__Y_GE65___T,NATURE__F__Y_GE12___T,NATURE__M__Y_GE12___T,NATURE__F__Y15T24___T,NATURE__M__Y15T24___T,NATURE__F__Y25T44___T,NATURE__M__Y25T44___T,NATURE__F__Y45T54___T,NATURE__M__Y45T54___T,NATURE__F__Y55T64___T,NATURE__M__Y55T64___T,NATURE__F__Y_GE18___T,NATURE__M__Y_GE18___T,NATURE__F__Y_GE05___T,NATURE__M__Y_GE05___T,NATURE__F__Y15T64___T,NATURE__M__Y15T64___T,NATURE__F___T___T,NATURE__M___T___T,NATURE__F__Y_GE14___T,NATURE__M__Y_GE14___T,NATURE__F__Y20T64___T,NATURE__M__Y20T64___T,NATURE__F__Y_GE16___T,NATURE__M__Y_GE16___T,NATURE__F__Y45T64___T,NATURE__M__Y45T64___T,NATURE__F__Y_GE06___T,NATURE__M__Y_GE06___T,COMMENT_OBS__F__Y_GE15__R,COMMENT_OBS__M__Y_GE15__R,COMMENT_OBS__F__Y_GE10__R,COMMENT_OBS__M__Y_GE10__R,COMMENT_OBS__F__Y_GE65__R,COMMENT_OBS__M__Y_GE65__R,COMMENT_OBS__F__Y15T24__R,COMMENT_OBS__M__Y15T24__R,COMMENT_OBS__F__Y25T44__R,COMMENT_OBS__M__Y25T44__R,COMMENT_OBS__F__Y45T54__R,COMMENT_OBS__M__Y45T54__R,COMMENT_OBS__F__Y55T64__R,COMMENT_OBS__M__Y55T64__R,COMMENT_OBS__F__Y15T49__R,COMMENT_OBS__M__Y15T49__R,COMMENT_OBS__F___T__R,COMMENT_OBS__M___T__R,COMMENT_OBS__F__Y_GE12__R,COMMENT_OBS__M__Y_GE12__R,COMMENT_OBS__F__Y_GE15__U,COMMENT_OBS__M__Y_GE15__U,COMMENT_OBS__F__Y_GE10__U,COMMENT_OBS__M__Y_GE10__U,COMMENT_OBS__F__Y_GE65__U,COMMENT_OBS__M__Y_GE65__U,COMMENT_OBS__F__Y15T24__U,COMMENT_OBS__M__Y15T24__U,COMMENT_OBS__F__Y25T44__U,COMMENT_OBS__M__Y25T44__U,COMMENT_OBS__F__Y45T54__U,COMMENT_OBS__M__Y45T54__U,COMMENT_OBS__F__Y55T64__U,COMMENT_OBS__M__Y55T64__U,COMMENT_OBS__F__Y15T49__U,COMMENT_OBS__M__Y15T49__U,COMMENT_OBS__F___T__U,COMMENT_OBS__M___T__U,COMMENT_OBS__F__Y_GE12__U,COMMENT_OBS__M__Y_GE12__U,COMMENT_OBS__F__Y_GE15___T,COMMENT_OBS__M__Y_GE15___T,COMMENT_OBS__F__Y20T74___T,COMMENT_OBS__M__Y20T74___T,COMMENT_OBS__F__Y_GE10___T,COMMENT_OBS__M__Y_GE10___T,COMMENT_OBS__F__Y_GE65___T,COMMENT_OBS__M__Y_GE65___T,COMMENT_OBS__F__Y_GE12___T,COMMENT_OBS__M__Y_GE12___T,COMMENT_OBS__F__Y15T24___T,COMMENT_OBS__M__Y15T24___T,COMMENT_OBS__F__Y25T44___T,COMMENT_OBS__M__Y25T44___T,COMMENT_OBS__F__Y45T54___T,COMMENT_OBS__M__Y45T54___T,COMMENT_OBS__F__Y55T64___T,COMMENT_OBS__M__Y55T64___T,COMMENT_OBS__F__Y_GE18___T,COMMENT_OBS__M__Y_GE18___T,COMMENT_OBS__F__Y_GE05___T,COMMENT_OBS__M__Y_GE05___T,COMMENT_OBS__F__Y15T64___T,COMMENT_OBS__M__Y15T64___T,COMMENT_OBS__F___T___T,COMMENT_OBS__M___T___T,COMMENT_OBS__F__Y_GE14___T,COMMENT_OBS__M__Y_GE14___T,COMMENT_OBS__F__Y20T64___T,COMMENT_OBS__M__Y20T64___T,COMMENT_OBS__F__Y_GE16___T,COMMENT_OBS__M__Y_GE16___T,COMMENT_OBS__F__Y45T64___T,COMMENT_OBS__M__Y45T64___T,COMMENT_OBS__F__Y_GE06___T,COMMENT_OBS__M__Y_GE06___T,isLatestValue__F__Y_GE15__R,isLatestValue__M__Y_GE15__R,isLatestValue__F__Y_GE10__R,isLatestValue__M__Y_GE10__R,isLatestValue__F__Y_GE65__R,isLatestValue__M__Y_GE65__R,isLatestValue__F__Y15T24__R,isLatestValue__M__Y15T24__R,isLatestValue__F__Y25T44__R,isLatestValue__M__Y25T44__R,isLatestValue__F__Y45T54__R,isLatestValue__M__Y45T54__R,isLatestValue__F__Y55T64__R,isLatestValue__M__Y55T64__R,isLatestValue__F__Y15T49__R,isLatestValue__M__Y15T49__R,isLatestValue__F___T__R,isLatestValue__M___T__R,isLatestValue__F__Y_GE12__R,isLatestValue__M__Y_GE12__R,isLatestValue__F__Y_GE15__U,isLatestValue__M__Y_GE15__U,isLatestValue__F__Y_GE10__U,isLatestValue__M__Y_GE10__U,isLatestValue__F__Y_GE65__U,isLatestValue__M__Y_GE65__U,isLatestValue__F__Y15T24__U,isLatestValue__M__Y15T24__U,isLatestValue__F__Y25T44__U,isLatestValue__M__Y25T44__U,isLatestValue__F__Y45T54__U,isLatestValue__M__Y45T54__U,isLatestValue__F__Y55T64__U,isLatestValue__M__Y55T64__U,isLatestValue__F__Y15T49__U,isLatestValue__M__Y15T49__U,isLatestValue__F___T__U,isLatestValue__M___T__U,isLatestValue__F__Y_GE12__U,isLatestValue__M__Y_GE12__U,isLatestValue__F__Y_GE15___T,isLatestValue__M__Y_GE15___T,isLatestValue__F__Y20T74___T,isLatestValue__M__Y20T74___T,isLatestValue__F__Y_GE10___T,isLatestValue__M__Y_GE10___T,isLatestValue__F__Y_GE65___T,isLatestValue__M__Y_GE65___T,isLatestValue__F__Y_GE12___T,isLatestValue__M__Y_GE12___T,isLatestValue__F__Y15T24___T,isLatestValue__M__Y15T24___T,isLatestValue__F__Y25T44___T,isLatestValue__M__Y25T44___T,isLatestValue__F__Y45T54___T,isLatestValue__M__Y45T54___T,isLatestValue__F__Y55T64___T,isLatestValue__M__Y55T64___T,isLatestValue__F__Y_GE18___T,isLatestValue__M__Y_GE18___T,isLatestValue__F__Y_GE05___T,isLatestValue__M__Y_GE05___T,isLatestValue__F__Y15T64___T,isLatestValue__M__Y15T64___T,isLatestValue__F___T___T,isLatestValue__M___T___T,isLatestValue__F__Y_GE14___T,isLatestValue__M__Y_GE14___T,isLatestValue__F__Y20T64___T,isLatestValue__M__Y20T64___T,isLatestValue__F__Y_GE16___T,isLatestValue__M__Y_GE16___T,isLatestValue__F__Y45T64___T,isLatestValue__M__Y45T64___T,isLatestValue__F__Y_GE06___T,isLatestValue__M__Y_GE06___T
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,HR,Hours,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid work does not include time spent on community or volunteer work;,Time on unpaid work does not include time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,HR,Hours,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid work does not include time spent on community or volunteer work;,Time on unpaid work does not include time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,HR,Hours,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid work includes time spent on community or volunteer work;,Time on unpaid work includes time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,HR,Hours,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid work does not include time spent on community or volunteer work;,Time on unpaid work does not include time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,HR,Hours,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid work does not include time spent on community or volunteer work;,Time on unpaid work does not include time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,HR,Hours,2014,8.16,6.92,7.4,6.1,6.69,6.1,6.74,4.95,8.97,8.31,9.8,7.96,8.69,7.96,,,,,,,7.05,6.57,6.31,5.85,5.06,4.46,4.88,4.16,8.62,8.2,8.08,8.45,6.83,5.67,,,,,,,7.7,6.76,,,6.95,6.0,6.37,5.76,,,5.9,4.58,8.81,8.25,9.2,8.16,8.06,7.2,,,,,,,,,,,,,,,,,,,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,,,,,,,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,,,,,,,CA,CA,,,CA,CA,CA,CA,,,CA,CA,CA,CA,CA,CA,CA,CA,,,,,,,,,,,,,,,,,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,,,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,,,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,True,True,,,True,True,True,True,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,HR,Hours,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,HR,Hours,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,HR,Hours,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid domestic work includes time spent on community or volunteer work;,Time on unpaid domestic work includes time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,HR,Hours,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time on unpaid work includes time spent on community or volunteer work;,Time on unpaid work includes time spent on community or volunteer work;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
