INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T___T,OBS_VALUE__F___T,OBS_VALUE__M___T,OBS_VALUE___T___X,OBS_VALUE__F___X,OBS_VALUE__M___X,OBS_VALUE___T__Y_GE12,OBS_VALUE__F__Y_GE12,OBS_VALUE__M__Y_GE12,OBS_VALUE___T__Y_GE10,OBS_VALUE__F__Y_GE10,OBS_VALUE__M__Y_GE10,OBS_VALUE___T__Y12T65,OBS_VALUE__F__Y12T65,OBS_VALUE__M__Y12T65,OBS_VALUE___T__Y_GE14,OBS_VALUE__F__Y_GE14,OBS_VALUE__M__Y_GE14,OBS_VALUE___T__Y_GE15,OBS_VALUE__F__Y_GE15,OBS_VALUE__M__Y_GE15,OBS_VALUE___T__Y_GE16,OBS_VALUE__F__Y_GE16,OBS_VALUE__M__Y_GE16,OBS_VALUE___T__Y16T74,OBS_VALUE__F__Y16T74,OBS_VALUE__M__Y16T74,OBS_VALUE___T__Y_GE18,OBS_VALUE__F__Y_GE18,OBS_VALUE__M__Y_GE18,OBS_VALUE___T__Y_GE20,OBS_VALUE__F__Y_GE20,OBS_VALUE__M__Y_GE20,OBS_VALUE___T__Y_GE03,OBS_VALUE__F__Y_GE03,OBS_VALUE__M__Y_GE03,OBS_VALUE___T__Y_GE05,OBS_VALUE__F__Y_GE05,OBS_VALUE__M__Y_GE05,OBS_VALUE___T__Y_GE06,OBS_VALUE__F__Y_GE06,OBS_VALUE__M__Y_GE06,OBS_VALUE___T__Y_GE07,OBS_VALUE__F__Y_GE07,OBS_VALUE__M__Y_GE07,NATURE___T___T,NATURE__F___T,NATURE__M___T,NATURE___T___X,NATURE__F___X,NATURE__M___X,NATURE___T__Y_GE12,NATURE__F__Y_GE12,NATURE__M__Y_GE12,NATURE___T__Y_GE10,NATURE__F__Y_GE10,NATURE__M__Y_GE10,NATURE___T__Y12T65,NATURE__F__Y12T65,NATURE__M__Y12T65,NATURE___T__Y_GE14,NATURE__F__Y_GE14,NATURE__M__Y_GE14,NATURE___T__Y_GE15,NATURE__F__Y_GE15,NATURE__M__Y_GE15,NATURE___T__Y_GE16,NATURE__F__Y_GE16,NATURE__M__Y_GE16,NATURE___T__Y16T74,NATURE__F__Y16T74,NATURE__M__Y16T74,NATURE___T__Y_GE18,NATURE__F__Y_GE18,NATURE__M__Y_GE18,NATURE___T__Y_GE20,NATURE__F__Y_GE20,NATURE__M__Y_GE20,NATURE___T__Y_GE03,NATURE__F__Y_GE03,NATURE__M__Y_GE03,NATURE___T__Y_GE05,NATURE__F__Y_GE05,NATURE__M__Y_GE05,NATURE___T__Y_GE06,NATURE__F__Y_GE06,NATURE__M__Y_GE06,NATURE___T__Y_GE07,NATURE__F__Y_GE07,NATURE__M__Y_GE07,COMMENT_OBS___T___T,COMMENT_OBS__F___T,COMMENT_OBS__M___T,COMMENT_OBS___T___X,COMMENT_OBS__F___X,COMMENT_OBS__M___X,COMMENT_OBS___T__Y_GE12,COMMENT_OBS__F__Y_GE12,COMMENT_OBS__M__Y_GE12,COMMENT_OBS___T__Y_GE10,COMMENT_OBS__F__Y_GE10,COMMENT_OBS__M__Y_GE10,COMMENT_OBS___T__Y12T65,COMMENT_OBS__F__Y12T65,COMMENT_OBS__M__Y12T65,COMMENT_OBS___T__Y_GE14,COMMENT_OBS__F__Y_GE14,COMMENT_OBS__M__Y_GE14,COMMENT_OBS___T__Y_GE15,COMMENT_OBS__F__Y_GE15,COMMENT_OBS__M__Y_GE15,COMMENT_OBS___T__Y_GE16,COMMENT_OBS__F__Y_GE16,COMMENT_OBS__M__Y_GE16,COMMENT_OBS___T__Y16T74,COMMENT_OBS__F__Y16T74,COMMENT_OBS__M__Y16T74,COMMENT_OBS___T__Y_GE18,COMMENT_OBS__F__Y_GE18,COMMENT_OBS__M__Y_GE18,COMMENT_OBS___T__Y_GE20,COMMENT_OBS__F__Y_GE20,COMMENT_OBS__M__Y_GE20,COMMENT_OBS___T__Y_GE03,COMMENT_OBS__F__Y_GE03,COMMENT_OBS__M__Y_GE03,COMMENT_OBS___T__Y_GE05,COMMENT_OBS__F__Y_GE05,COMMENT_OBS__M__Y_GE05,COMMENT_OBS___T__Y_GE06,COMMENT_OBS__F__Y_GE06,COMMENT_OBS__M__Y_GE06,COMMENT_OBS___T__Y_GE07,COMMENT_OBS__F__Y_GE07,COMMENT_OBS__M__Y_GE07,isLatestValue___T___T,isLatestValue__F___T,isLatestValue__M___T,isLatestValue___T___X,isLatestValue__F___X,isLatestValue__M___X,isLatestValue___T__Y_GE12,isLatestValue__F__Y_GE12,isLatestValue__M__Y_GE12,isLatestValue___T__Y_GE10,isLatestValue__F__Y_GE10,isLatestValue__M__Y_GE10,isLatestValue___T__Y12T65,isLatestValue__F__Y12T65,isLatestValue__M__Y12T65,isLatestValue___T__Y_GE14,isLatestValue__F__Y_GE14,isLatestValue__M__Y_GE14,isLatestValue___T__Y_GE15,isLatestValue__F__Y_GE15,isLatestValue__M__Y_GE15,isLatestValue___T__Y_GE16,isLatestValue__F__Y_GE16,isLatestValue__M__Y_GE16,isLatestValue___T__Y16T74,isLatestValue__F__Y16T74,isLatestValue__M__Y16T74,isLatestValue___T__Y_GE18,isLatestValue__F__Y_GE18,isLatestValue__M__Y_GE18,isLatestValue___T__Y_GE20,isLatestValue__F__Y_GE20,isLatestValue__M__Y_GE20,isLatestValue___T__Y_GE03,isLatestValue__F__Y_GE03,isLatestValue__M__Y_GE03,isLatestValue___T__Y_GE05,isLatestValue__F__Y_GE05,isLatestValue__M__Y_GE05,isLatestValue___T__Y_GE06,isLatestValue__F__Y_GE06,isLatestValue__M__Y_GE06,isLatestValue___T__Y_GE07,isLatestValue__F__Y_GE07,isLatestValue__M__Y_GE07
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2015,PT,Percent,2010,,,,,,,,,,,,,,,,,,,,,,,,,46.23,45.38,47.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2015,PT,Percent,2011,,,,,,,,,,,,,,,,,,,,,,,,,47.98,46.98,49.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2015,PT,Percent,2012,,,,,,,,,,,,,,,,,,,,,,,,,51.9,50.81,53.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2015,PT,Percent,2013,,,,,,,,,,,,,,,,,,,,,,,,,53.06,51.78,54.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2015,PT,Percent,2010,,,,,,,,,,,,,,,,,,,,,,31.71,29.37,34.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2015,PT,Percent,2011,,,,,,,,,,,,,,,,,,,,,,39.65,37.25,42.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2015,PT,Percent,2012,,,,,,,,,,,,,,,,,,,,,,46.91,44.87,49.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2015,PT,Percent,2013,,,,,,,,,,,,,,,,,,,,,,54.17,51.47,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2015,PT,Percent,2014,,,,,,,,,,,,,,,,,,,,,,59.02,56.51,62.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,
I.17,13151395,"Proportion of individuals using the Internet, by sex",13151395,"Proportion of individuals using the Internet, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2015,PT,Percent,2013,,,,5.99,5.82,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
