INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,NATURE___T,NATURE__F,NATURE__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1971,98.94,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1972,99.2,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1973,99.22,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1974,99.37,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1975,99.41,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1976,98.81,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1977,99.32,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1978,97.86,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1979,98.86,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1980,99.05,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1981,98.68,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1982,98.74,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1983,98.5,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1984,98.56,,,C,,,False,,
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1985,98.94,98.47,99.4,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1986,99.8,100.0,99.6,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1987,98.72,98.95,98.5,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1988,99.28,99.06,99.5,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1989,93.54,93.73,93.37,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1990,98.31,96.77,99.84,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1991,98.27,97.93,98.6,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1992,96.68,96.96,96.42,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1993,95.31,95.51,95.12,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1994,98.6,98.5,98.68,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1995,99.41,98.79,100.0,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1996,97.67,97.25,98.06,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,1998,98.56,98.37,98.73,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2000,99.34,99.0,99.66,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2001,98.28,97.94,98.6,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2002,98.22,97.47,98.93,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2003,98.3,97.95,98.62,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2004,98.34,98.32,98.35,C,C,C,False,False,False
II.11,I18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex",S18f221cb,"Effective transition rate from primary to secondary education (general programmes), by sex (retired)",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2005,98.33,98.22,98.43,C,C,C,False,False,False
