INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,OBS_VALUE__M,OBS_VALUE___T,NATURE__F,NATURE__M,NATURE___T,COMMENT_OBS__F,COMMENT_OBS__M,COMMENT_OBS___T,isLatestValue__F,isLatestValue__M,isLatestValue___T
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1990,,,37.3,,,C,,,"Nonstandard economic activity: Excluding storage Nonstandard economic activity: Excluding repair and installation services, Population coverage: Excluding armed forces and/or conscripts",,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1991,,,39.3,,,C,,,"Nonstandard economic activity: Excluding storage Nonstandard economic activity: Excluding repair and installation services, Population coverage: Excluding armed forces and/or conscripts",,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1992,,,40.3,,,C,,,"Nonstandard economic activity: Excluding storage Nonstandard economic activity: Excluding repair and installation services, Break in series: Other or unspecified type of break, Population coverage: Excluding armed forces and/or conscripts",,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1993,,,41.3,,,C,,,"Nonstandard economic activity: Excluding storage Nonstandard economic activity: Excluding repair and installation services, Population coverage: Excluding armed forces and/or conscripts",,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1994,,,42.0,,,C,,,"Nonstandard economic activity: Excluding storage Nonstandard economic activity: Excluding repair and installation services, Population coverage: Excluding armed forces and/or conscripts",,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1995,,,42.6,,,C,,,"Nonstandard economic activity: Excluding storage Nonstandard economic activity: Excluding repair and installation services, Population coverage: Excluding armed forces and/or conscripts",,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1996,,,43.1,,,C,,,,,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1997,,,42.7,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1998,,,43.2,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False
I.8,I0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",Sf8fc1b6d,"Percentage distribution of employed population in service sector, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,1999,,,45.4,,,C,,,Population coverage: Excluding armed forces and/or conscripts,,,False
