INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,OBS_VALUE__M,OBS_VALUE___T,NATURE__F,NATURE__M,NATURE___T,COMMENT_OBS__F,COMMENT_OBS__M,COMMENT_OBS___T,isLatestValue__F,isLatestValue__M,isLatestValue___T
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2000,8.19,4.67,6.65,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2001,8.68,4.62,6.56,C,C,C,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2002,7.59,4.0,5.9,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2003,14.28,10.04,12.03,C,C,C,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2004,16.64,11.94,14.14,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2005,11.58,7.53,9.42,C,C,C,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2006,12.05,7.68,9.73,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2007,11.16,7.02,8.95,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2008,10.62,6.7,8.53,C,C,C,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2009,14.37,10.09,12.09,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2010,14.31,10.18,12.11,C,C,C,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2011,12.86,8.94,10.79,C,C,C,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2012,12.58,8.09,10.22,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2013,12.7,8.38,10.42,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2014,13.29,8.64,10.83,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2015,13.6,8.54,10.92,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2016,12.53,7.72,9.97,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2017,13.7,9.21,11.3,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2018,13.49,9.53,11.37,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
I.14,Ic6bf121c,"Proportion of employed working part-time, by sex",Sc6bf121c,"Proportion of employed working part-time, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2019,13.21,9.04,10.98,C,C,C,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,Working time arrangement coverage: Full-time and part time workers; Repository: Eurostat special tabulation,False,False,False
